OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK,X_COTIZADO,Y_COTIZADO,X_PENDIENTE,Y_PENDIENTE,DISTANCIA,CODIGO_PENDIENTE,CODIGO_COTIZADO,CODIGO_N,ZONAL,JEFATURA,EE_CC
243,81,2540,242.34470842418912,6,-71.94751043999997,-13.533531869999933,-71.94960752999998,-13.53276497099995,242.34,2019-05-119616,2019-02-100188,ClusterSimple_2019-05-119616,Analista Cusco,CUSCO,EZENTIS
244,81,5778,406.4458817874213,7,-71.95288699999998,-13.530975999999953,-71.94960752999998,-13.53276497099995,406.45,2019-05-119616,2019-04-113489,ClusterSimple_2019-05-119616,Analista Cusco,CUSCO,EZENTIS
245,81,2098,416.5662052957922,8,-71.95289699999995,-13.530810999999972,-71.94960752999998,-13.53276497099995,416.57,2019-05-119616,2019-01-98044,ClusterSimple_2019-05-119616,Analista Cusco,CUSCO,EZENTIS
246,81,3266,443.55710563629515,9,-71.95087999999998,-13.528953999999942,-71.94960752999998,-13.53276497099995,443.56,2019-05-119616,2019-02-103619,ClusterSimple_2019-05-119616,Analista Cusco,CUSCO,EZENTIS
247,81,5613,458.44403745886433,10,-71.95254499999999,-13.52977999999996,-71.94960752999998,-13.53276497099995,458.44,2019-05-119616,2019-04-112666,ClusterSimple_2019-05-119616,Analista Cusco,CUSCO,EZENTIS
248,82,2839,103.6636555853913,1,-71.94547398999998,-13.52631409999998,-71.94548699999996,-13.527251000999968,103.66,2019-05-118683,2019-02-101868,ClusterSimple_2019-05-118683,Analista Cusco,CUSCO,EZENTIS
249,82,665,123.32972147994528,2,-71.94661999999994,-13.527367999999967,-71.94548699999996,-13.527251000999968,123.33,2019-05-118683,2018-12-89514,ClusterSimple_2019-05-118683,Analista Cusco,CUSCO,EZENTIS
250,82,6203,267.8271073271944,3,-71.94546269999995,-13.529671699999938,-71.94548699999996,-13.527251000999968,267.83,2019-05-118683,2019-04-116274,ClusterSimple_2019-05-118683,Analista Cusco,CUSCO,EZENTIS
251,82,257,292.89834477839713,4,-71.94291374999995,-13.526432759999977,-71.94548699999996,-13.527251000999968,292.9,2019-05-118683,2018-12-87493,ClusterSimple_2019-05-118683,Analista Cusco,CUSCO,EZENTIS
252,82,3670,342.63787137880695,5,-71.94292599999994,-13.52907099999993,-71.94548699999996,-13.527251000999968,342.64,2019-05-118683,2019-02-105283,ClusterSimple_2019-05-118683,Analista Cusco,CUSCO,EZENTIS
253,82,2638,387.5207292742625,6,-71.94369369999998,-13.524219499999958,-71.94548699999996,-13.527251000999968,387.52,2019-05-118683,2019-02-100538,ClusterSimple_2019-05-118683,Analista Cusco,CUSCO,EZENTIS
254,82,6650,387.5207292742625,6,-71.94369369999998,-13.524219499999958,-71.94548699999996,-13.527251000999968,387.52,2019-05-118683,2019-05-119981,ClusterSimple_2019-05-118683,Analista Cusco,CUSCO,EZENTIS
255,82,3744,390.8326741202002,7,-71.94897499999996,-13.526338899999928,-71.94548699999996,-13.527251000999968,390.83,2019-05-118683,2019-02-105569,ClusterSimple_2019-05-118683,Analista Cusco,CUSCO,EZENTIS
256,82,5585,399.8970396253018,8,-71.94887399999993,-13.525807999999927,-71.94548699999996,-13.527251000999968,399.9,2019-05-118683,2019-04-112540,ClusterSimple_2019-05-118683,Analista Cusco,CUSCO,EZENTIS
257,82,2570,428.5562572210035,9,-71.94750661999996,-13.52391936999993,-71.94548699999996,-13.527251000999968,428.56,2019-05-118683,2019-02-100291,ClusterSimple_2019-05-118683,Analista Cusco,CUSCO,EZENTIS
258,83,427,396.54839507302165,1,-71.98592047999995,-13.526567759999978,-71.98954980999997,-13.527054170999975,396.55,2019-05-119159,2018-12-88316,ClusterSimple_2019-05-119159,Analista Cusco,CUSCO,EZENTIS
259,84,6155,5.168030013776721,1,-71.95192599999996,-13.525780999999938,-71.95196658999998,-13.525805590999937,5.17,2019-05-120351,2019-04-115929,ClusterSimple_2019-05-120351,Analista Cusco,CUSCO,EZENTIS
260,84,3561,49.923325118585396,2,-71.95160299999998,-13.525527999999952,-71.95196658999998,-13.525805590999937,49.92,2019-05-120351,2019-02-104880,ClusterSimple_2019-05-120351,Analista Cusco,CUSCO,EZENTIS
261,84,6446,177.76415206283835,3,-71.95032499999996,-13.525846999999942,-71.95196658999998,-13.525805590999937,177.76,2019-05-120351,2019-04-118077,ClusterSimple_2019-05-120351,Analista Cusco,CUSCO,EZENTIS
262,84,4277,240.42668458496723,4,-71.95136819999993,-13.523712799999942,-71.95196658999998,-13.525805590999937,240.43,2019-05-120351,2019-03-107492,ClusterSimple_2019-05-120351,Analista Cusco,CUSCO,EZENTIS
263,84,4548,263.4441064192284,5,-71.95046579999996,-13.52393109999997,-71.95196658999998,-13.525805590999937,263.44,2019-05-120351,2019-03-108350,ClusterSimple_2019-05-120351,Analista Cusco,CUSCO,EZENTIS
264,84,3223,267.886575737433,6,-71.95433347999995,-13.525098819999926,-71.95196658999998,-13.525805590999937,267.89,2019-05-120351,2019-02-103489,ClusterSimple_2019-05-120351,Analista Cusco,CUSCO,EZENTIS
265,84,1369,298.8993467731923,7,-71.95472358999996,-13.525657569999964,-71.95196658999998,-13.525805590999937,298.9,2019-05-120351,2019-01-93388,ClusterSimple_2019-05-120351,Analista Cusco,CUSCO,EZENTIS
266,84,5550,322.42615425365875,8,-71.95068749999996,-13.528437499999939,-71.95196658999998,-13.525805590999937,322.43,2019-05-120351,2019-04-112408,ClusterSimple_2019-05-120351,Analista Cusco,CUSCO,EZENTIS
267,84,3744,329.17583043455716,9,-71.94897499999996,-13.526338899999928,-71.95196658999998,-13.525805590999937,329.18,2019-05-120351,2019-02-105569,ClusterSimple_2019-05-120351,Analista Cusco,CUSCO,EZENTIS
268,84,5585,334.7786355278325,10,-71.94887399999993,-13.525807999999927,-71.95196658999998,-13.525805590999937,334.78,2019-05-120351,2019-04-112540,ClusterSimple_2019-05-120351,Analista Cusco,CUSCO,EZENTIS
269,85,914,23.656275182411036,1,-71.96938899999998,-13.52271959999996,-71.96934629999998,-13.522929300999976,23.66,2019-03-108614,2019-01-90916,ClusterSimple_2019-03-108614,Analista Cusco,CUSCO,EZENTIS
270,85,5270,23.71240488252749,2,-71.96937283999995,-13.522716549999927,-71.96934629999998,-13.522929300999976,23.71,2019-03-108614,2019-03-110821,ClusterSimple_2019-03-108614,Analista Cusco,CUSCO,EZENTIS
271,85,712,73.56206586966498,3,-71.96991069999996,-13.522558999999944,-71.96934629999998,-13.522929300999976,73.56,2019-03-108614,2018-12-89883,ClusterSimple_2019-03-108614,Analista Cusco,CUSCO,EZENTIS
272,85,5331,73.56206586966498,3,-71.96991069999996,-13.522558999999944,-71.96934629999998,-13.522929300999976,73.56,2019-03-108614,2019-03-111195,ClusterSimple_2019-03-108614,Analista Cusco,CUSCO,EZENTIS
273,85,542,148.25921334684665,4,-71.96845416999997,-13.52191253999996,-71.96934629999998,-13.522929300999976,148.26,2019-03-108614,2018-12-88856,ClusterSimple_2019-03-108614,Analista Cusco,CUSCO,EZENTIS
274,85,5243,151.26284192413598,5,-71.97038299999997,-13.523845999999935,-71.96934629999998,-13.522929300999976,151.26,2019-03-108614,2019-03-110717,ClusterSimple_2019-03-108614,Analista Cusco,CUSCO,EZENTIS
275,85,6474,226.04934023215708,6,-71.96843738999996,-13.521089809999978,-71.96934629999998,-13.522929300999976,226.05,2019-03-108614,2019-05-118354,ClusterSimple_2019-03-108614,Analista Cusco,CUSCO,EZENTIS
276,85,2220,249.3356262064343,7,-71.96811999999994,-13.524836999999934,-71.96934629999998,-13.522929300999976,249.34,2019-03-108614,2019-01-98525,ClusterSimple_2019-03-108614,Analista Cusco,CUSCO,EZENTIS
277,85,5795,249.3356262064343,7,-71.96811999999994,-13.524836999999934,-71.96934629999998,-13.522929300999976,249.34,2019-03-108614,2019-04-113556,ClusterSimple_2019-03-108614,Analista Cusco,CUSCO,EZENTIS
278,85,5438,257.04118823024993,8,-71.96743046999995,-13.521556799999928,-71.96934629999998,-13.522929300999976,257.04,2019-03-108614,2019-03-111844,ClusterSimple_2019-03-108614,Analista Cusco,CUSCO,EZENTIS
279,86,6148,240.8159293449145,1,-71.85208091999993,-13.422789699999953,-71.84988371199995,-13.42312431399995,240.82,2019-05-118804_2019-05-120357,2019-04-115909,SuperCluster_2019-05-118804_2019-05-120357,Analista Cusco,,
280,86,3700,414.8103027388095,2,-71.85364154999996,-13.422398649999934,-71.84988371199995,-13.42312431399995,414.81,2019-05-118804_2019-05-120357,2019-02-105380,SuperCluster_2019-05-118804_2019-05-120357,Analista Cusco,,
281,87,911,123.43141572091288,1,-76.12785379999997,-13.416221099999973,-76.12671653999996,-13.416148050999936,123.43,2019-05-119769,2019-01-90904,ClusterSimple_2019-05-119769,Analista Ica,CHINCHA,LARI
282,87,2221,448.70677869691156,2,-76.13077635999997,-13.416957369999977,-76.12671653999996,-13.416148050999936,448.71,2019-05-119769,2019-02-98537,ClusterSimple_2019-05-119769,Analista Ica,CHINCHA,LARI
283,89,1763,39.208583694923604,1,-76.12394607999994,-13.39221079999993,-76.12368382499994,-13.392455090999931,39.21,2019-04-118261_2019-05-121353,2019-01-95169,SuperCluster_2019-04-118261_2019-05-121353,Analista Ica,CHINCHA,LARI
284,90,5440,53.94320326488174,1,-71.95576115999995,-13.321143329999927,-71.95528006499995,-13.321268903999965,53.94,2019-05-118818_2019-05-120359_2019-05-121265,2019-03-111848,SuperCluster_2019-05-118818_2019-05-120359_2019-05-121265,Analista Cusco,CUSCO,EZENTIS
285,90,5516,96.0101473293082,2,-71.95616028999996,-13.321168599999964,-71.95528006499995,-13.321268903999965,96.01,2019-05-118818_2019-05-120359_2019-05-121265,2019-03-112197,SuperCluster_2019-05-118818_2019-05-120359_2019-05-121265,Analista Cusco,CUSCO,EZENTIS
286,90,3178,254.04486993125656,3,-71.95735089999994,-13.32019177999996,-71.95528006499995,-13.321268903999965,254.04,2019-05-118818_2019-05-120359_2019-05-121265,2019-02-103336,SuperCluster_2019-05-118818_2019-05-120359_2019-05-121265,Analista Cusco,CUSCO,EZENTIS
287,92,2688,159.86802230713116,1,-72.11373299999997,-13.309901999999965,-72.11229309999999,-13.310217500999954,159.87,2019-05-118579,2019-02-100903,ClusterSimple_2019-05-118579,Analista Cusco,CUSCO,EZENTIS
288,92,408,238.56967131647335,2,-72.11258399999997,-13.308079999999961,-72.11229309999999,-13.310217500999954,238.57,2019-05-118579,2018-12-88262,ClusterSimple_2019-05-118579,Analista Cusco,CUSCO,EZENTIS
289,92,5995,478.7531276355823,3,-72.10795899999994,-13.31105999999994,-72.11229309999999,-13.310217500999954,478.75,2019-05-118579,2019-04-115140,ClusterSimple_2019-05-118579,Analista Cusco,CUSCO,EZENTIS
290,93,3063,304.59786400808696,1,-74.19963860999997,-13.170074739999961,-74.19741175999997,-13.168395850999957,304.6,2019-05-118580,2019-02-102629,ClusterSimple_2019-05-118580,Analista Ica,AYACUCHO,LARI
291,94,3513,116.61435530837835,1,-74.21888899999993,-13.156714999999963,-74.21988369999997,-13.157116100999929,116.61,2019-05-119197,2019-02-104626,ClusterSimple_2019-05-119197,Analista Ica,AYACUCHO,LARI
292,94,5424,184.1578058109867,2,-74.22128416999993,-13.156174109999938,-74.21988369999997,-13.157116100999929,184.16,2019-05-119197,2019-03-111726,ClusterSimple_2019-05-119197,Analista Ica,AYACUCHO,LARI
293,94,3765,247.71426105375932,3,-74.22211203999996,-13.157610999999974,-74.21988369999997,-13.157116100999929,247.71,2019-05-119197,2019-02-105631,ClusterSimple_2019-05-119197,Analista Ica,AYACUCHO,LARI
294,94,2660,293.7763792067268,4,-74.22232899999995,-13.155971999999963,-74.21988369999997,-13.157116100999929,293.78,2019-05-119197,2019-02-100635,ClusterSimple_2019-05-119197,Analista Ica,AYACUCHO,LARI
295,94,1888,406.4199511582305,5,-74.22357599999998,-13.157750999999962,-74.21988369999997,-13.157116100999929,406.42,2019-05-119197,2019-01-95838,ClusterSimple_2019-05-119197,Analista Ica,AYACUCHO,LARI
296,95,2835,101.72172848903047,1,-74.22698964999995,-13.15739390999994,-74.22781679999997,-13.156959900999937,101.72,2019-04-117867,2019-02-101859,ClusterSimple_2019-04-117867,Analista Ica,AYACUCHO,LARI
297,95,4684,133.00192341748894,2,-74.22704578999998,-13.15789499999994,-74.22781679999997,-13.156959900999937,133.0,2019-04-117867,2019-03-108770,ClusterSimple_2019-04-117867,Analista Ica,AYACUCHO,LARI
298,95,5536,133.50473969732838,3,-74.22897899999998,-13.156561039999929,-74.22781679999997,-13.156959900999937,133.5,2019-04-117867,2019-03-112297,ClusterSimple_2019-04-117867,Analista Ica,AYACUCHO,LARI
299,95,6590,134.5023593665899,4,-74.22798229999995,-13.158164799999952,-74.22781679999997,-13.156959900999937,134.5,2019-04-117867,2019-05-119249,ClusterSimple_2019-04-117867,Analista Ica,AYACUCHO,LARI
300,95,1129,246.21761273930102,5,-74.22889999999995,-13.158915999999977,-74.22781679999997,-13.156959900999937,246.22,2019-04-117867,2019-01-91862,ClusterSimple_2019-04-117867,Analista Ica,AYACUCHO,LARI
301,95,1482,257.0793853823576,6,-74.22890399999994,-13.159024999999929,-74.22781679999997,-13.156959900999937,257.08,2019-04-117867,2019-01-94001,ClusterSimple_2019-04-117867,Analista Ica,AYACUCHO,LARI
302,95,4095,260.14245767512796,7,-74.22775800999995,-13.159310619999928,-74.22781679999997,-13.156959900999937,260.14,2019-04-117867,2019-03-106879,ClusterSimple_2019-04-117867,Analista Ica,AYACUCHO,LARI
303,95,789,261.2270040683936,8,-74.22553899999997,-13.156189999999981,-74.22781679999997,-13.156959900999937,261.23,2019-04-117867,2018-12-90120,ClusterSimple_2019-04-117867,Analista Ica,AYACUCHO,LARI
304,95,5477,262.4123421836149,9,-74.22545889999998,-13.15642429999997,-74.22781679999997,-13.156959900999937,262.41,2019-04-117867,2019-03-112027,ClusterSimple_2019-04-117867,Analista Ica,AYACUCHO,LARI
305,95,2989,292.293158111569,10,-74.22593717999996,-13.158853969999939,-74.22781679999997,-13.156959900999937,292.29,2019-04-117867,2019-02-102376,ClusterSimple_2019-04-117867,Analista Ica,AYACUCHO,LARI
306,96,3515,34.471829287448685,1,-72.52632599999998,-13.15443799999997,-72.52603445099999,-13.154313674999969,34.47,2019-03-105922_2019-05-120544,2019-02-104632,SuperCluster_2019-03-105922_2019-05-120544,Analista Cusco,,
307,96,6667,38.730399432828065,2,-72.52639099999993,-13.154291999999941,-72.52603445099999,-13.154313674999969,38.73,2019-03-105922_2019-05-120544,2019-05-120370,SuperCluster_2019-03-105922_2019-05-120544,Analista Cusco,,
308,96,6335,43.305104608906674,3,-72.52573199999995,-13.154057999999964,-72.52603445099999,-13.154313674999969,43.31,2019-03-105922_2019-05-120544,2019-04-117302,SuperCluster_2019-03-105922_2019-05-120544,Analista Cusco,,
309,97,5122,48.21443488513642,1,-74.22562699999997,-13.152949899999953,-74.22523164799998,-13.153149449999944,48.21,2019-05-119205_2019-05-119228,2019-03-110315,SuperCluster_2019-05-119205_2019-05-119228,Analista Ica,AYACUCHO,LARI
310,97,3864,118.4481879626959,2,-74.22426534999994,-13.152649889999964,-74.22523164799998,-13.153149449999944,118.45,2019-05-119205_2019-05-119228,2019-03-105941,SuperCluster_2019-05-119205_2019-05-119228,Analista Ica,AYACUCHO,LARI
311,97,4264,191.57118544592817,3,-74.22358199999996,-13.152528999999959,-74.22523164799998,-13.153149449999944,191.57,2019-05-119205_2019-05-119228,2019-03-107458,SuperCluster_2019-05-119205_2019-05-119228,Analista Ica,AYACUCHO,LARI
312,97,674,196.59002198933274,4,-74.22683899999998,-13.152326999999957,-74.22523164799998,-13.153149449999944,196.59,2019-05-119205_2019-05-119228,2018-12-89617,SuperCluster_2019-05-119205_2019-05-119228,Analista Ica,AYACUCHO,LARI
313,97,3925,207.9522562247137,5,-74.22524546999995,-13.155029079999963,-74.22523164799998,-13.153149449999944,207.95,2019-05-119205_2019-05-119228,2019-03-106224,SuperCluster_2019-05-119205_2019-05-119228,Analista Ica,AYACUCHO,LARI
314,97,1063,226.69405024363923,6,-74.22583191999996,-13.151186619999976,-74.22523164799998,-13.153149449999944,226.69,2019-05-119205_2019-05-119228,2019-01-91627,SuperCluster_2019-05-119205_2019-05-119228,Analista Ica,AYACUCHO,LARI
315,97,789,338.0279803091414,7,-74.22553899999997,-13.156189999999981,-74.22523164799998,-13.153149449999944,338.03,2019-05-119205_2019-05-119228,2018-12-90120,SuperCluster_2019-05-119205_2019-05-119228,Analista Ica,AYACUCHO,LARI
316,97,5477,363.13935599861713,8,-74.22545889999998,-13.15642429999997,-74.22523164799998,-13.153149449999944,363.14,2019-05-119205_2019-05-119228,2019-03-112027,SuperCluster_2019-05-119205_2019-05-119228,Analista Ica,AYACUCHO,LARI
317,97,965,407.89749330640666,9,-74.22286729999996,-13.150281499999949,-74.22523164799998,-13.153149449999944,407.9,2019-05-119205_2019-05-119228,2019-01-91035,SuperCluster_2019-05-119205_2019-05-119228,Analista Ica,AYACUCHO,LARI
318,97,2660,443.33161703910594,10,-74.22232899999995,-13.155971999999963,-74.22523164799998,-13.153149449999944,443.33,2019-05-119205_2019-05-119228,2019-02-100635,SuperCluster_2019-05-119205_2019-05-119228,Analista Ica,AYACUCHO,LARI
319,98,965,77.92216157109802,1,-74.22286729999996,-13.150281499999949,-74.22226994199997,-13.14988985499997,77.92,2019-04-117677_2019-05-118574,2019-01-91035,SuperCluster_2019-04-117677_2019-05-118574,Analista Ica,AYACUCHO,LARI
320,98,878,122.41289062479319,2,-74.22273673999996,-13.14888235999996,-74.22226994199997,-13.14988985499997,122.41,2019-04-117677_2019-05-118574,2018-12-90601,SuperCluster_2019-04-117677_2019-05-118574,Analista Ica,AYACUCHO,LARI
321,98,6383,126.89672512845567,3,-74.22260386999994,-13.14879050999997,-74.22226994199997,-13.14988985499997,126.9,2019-04-117677_2019-05-118574,2019-04-117655,SuperCluster_2019-04-117677_2019-05-118574,Analista Ica,AYACUCHO,LARI
322,98,880,276.3758699492291,4,-74.22356809999997,-13.147739899999976,-74.22226994199997,-13.14988985499997,276.38,2019-04-117677_2019-05-118574,2018-12-90614,SuperCluster_2019-04-117677_2019-05-118574,Analista Ica,AYACUCHO,LARI
323,98,4264,324.7829062895012,5,-74.22358199999996,-13.152528999999959,-74.22226994199997,-13.14988985499997,324.78,2019-04-117677_2019-05-118574,2019-03-107458,SuperCluster_2019-04-117677_2019-05-118574,Analista Ica,AYACUCHO,LARI
324,98,3864,374.2190836132917,6,-74.22426534999994,-13.152649889999964,-74.22226994199997,-13.14988985499997,374.22,2019-04-117677_2019-05-118574,2019-03-105941,SuperCluster_2019-04-117677_2019-05-118574,Analista Ica,AYACUCHO,LARI
325,98,1063,411.97262150198964,7,-74.22583191999996,-13.151186619999976,-74.22226994199997,-13.14988985499997,411.97,2019-04-117677_2019-05-118574,2019-01-91627,SuperCluster_2019-04-117677_2019-05-118574,Analista Ica,AYACUCHO,LARI
326,98,4107,495.45728014535734,8,-74.22639400999998,-13.147960659999967,-74.22226994199997,-13.14988985499997,495.46,2019-04-117677_2019-05-118574,2019-03-106906,SuperCluster_2019-04-117677_2019-05-118574,Analista Ica,AYACUCHO,LARI
327,98,5122,497.0719434175177,9,-74.22562699999997,-13.152949899999953,-74.22226994199997,-13.14988985499997,497.07,2019-04-117677_2019-05-118574,2019-03-110315,SuperCluster_2019-04-117677_2019-05-118574,Analista Ica,AYACUCHO,LARI
328,99,6437,34.40011989154206,1,-72.59423399999997,-13.130865999999969,-72.59426932999997,-13.130556990999935,34.4,2019-05-120600,2019-04-118011,ClusterSimple_2019-05-120600,Analista Cusco,,
329,99,2912,198.12235583112167,2,-72.59392737999997,-13.128797799999973,-72.59426932999997,-13.130556990999935,198.12,2019-05-120600,2019-02-102078,ClusterSimple_2019-05-120600,Analista Cusco,,
330,102,6627,415.83836270045134,1,-76.14399443999997,-12.963913899999966,-76.14179608999996,-12.96083491099995,415.84,2019-05-120545,2019-05-119554,ClusterSimple_2019-05-120545,Analista Ica,CHINCHA,LARI
331,103,6283,5.336035969265775,1,-72.69214439999996,-12.860460699999976,-72.69218749999999,-12.860437500999979,5.34,2019-05-120904,2019-04-116981,ClusterSimple_2019-05-120904,Analista Cusco,CUSCO,EZENTIS
332,103,5560,302.57053502806747,2,-72.69496899999996,-12.86025799999993,-72.69218749999999,-12.860437500999979,302.57,2019-05-120904,2019-04-112456,ClusterSimple_2019-05-120904,Analista Cusco,CUSCO,EZENTIS
333,103,4696,311.67085955491325,3,-72.69128543999994,-12.863112119999926,-72.69218749999999,-12.860437500999979,311.67,2019-05-120904,2019-03-108790,ClusterSimple_2019-05-120904,Analista Cusco,CUSCO,EZENTIS
334,103,5994,321.46708697207066,4,-72.69512399999996,-12.860059999999976,-72.69218749999999,-12.860437500999979,321.47,2019-05-120904,2019-04-115127,ClusterSimple_2019-05-120904,Analista Cusco,CUSCO,EZENTIS
335,103,5781,443.30941075224047,5,-72.69456599999995,-12.86369499999995,-72.69218749999999,-12.860437500999979,443.31,2019-05-120904,2019-04-113505,ClusterSimple_2019-05-120904,Analista Cusco,CUSCO,EZENTIS
336,103,5919,443.30941075224047,5,-72.69456599999995,-12.86369499999995,-72.69218749999999,-12.860437500999979,443.31,2019-05-120904,2019-04-114754,ClusterSimple_2019-05-120904,Analista Cusco,CUSCO,EZENTIS
337,103,3907,481.404079933406,6,-72.69219499999997,-12.864788999999973,-72.69218749999999,-12.860437500999979,481.4,2019-05-120904,2019-03-106143,ClusterSimple_2019-05-120904,Analista Cusco,CUSCO,EZENTIS
338,103,3648,482.43865246152416,7,-72.69455990999995,-12.864125169999966,-72.69218749999999,-12.860437500999979,482.44,2019-05-120904,2019-02-105204,ClusterSimple_2019-05-120904,Analista Cusco,CUSCO,EZENTIS
339,104,931,340.46486021674014,1,-74.98122309999997,-12.787420519999955,-74.98008665999998,-12.78455220099994,340.46,2019-05-120887,2019-01-90955,ClusterSimple_2019-05-120887,Analista Huancayo,HUANCAYO,LARI
340,104,2089,358.2808520832582,2,-74.98169819999998,-12.787378299999943,-74.98008665999998,-12.78455220099994,358.28,2019-05-120887,2019-01-97954,ClusterSimple_2019-05-120887,Analista Huancayo,HUANCAYO,LARI
341,107,4586,12.904915083764198,1,-76.63635139999997,-12.656627539999931,-76.63644367999996,-12.65670100099993,12.9,2019-05-120581,2019-03-108444,ClusterSimple_2019-05-120581,Analista Lima,LIMA,DOMINION
342,107,3082,366.68383435284477,2,-76.63758238999998,-12.65982127999996,-76.63644367999996,-12.65670100099993,366.68,2019-05-120581,2019-02-102743,ClusterSimple_2019-05-120581,Analista Lima,LIMA,DOMINION
343,107,6247,390.23721997049176,3,-76.63767609999996,-12.660014399999966,-76.63644367999996,-12.65670100099993,390.24,2019-05-120581,2019-04-116499,ClusterSimple_2019-05-120581,Analista Lima,LIMA,DOMINION
344,107,2222,476.1766522515114,4,-76.63257145999995,-12.658718249999936,-76.63644367999996,-12.65670100099993,476.18,2019-05-120581,2019-02-98541,ClusterSimple_2019-05-120581,Analista Lima,LIMA,DOMINION
345,108,3529,406.6627706312988,1,-73.78816348999999,-12.62026136999998,-73.78965425399997,-12.62363320199995,406.66,2019-05-121077_2019-05-121494,2019-02-104696,SuperCluster_2019-05-121077_2019-05-121494,Analista Ica,ICA,LARI
346,108,3373,441.2236644043144,2,-73.78698599999996,-12.620626499999958,-73.78965425399997,-12.62363320199995,441.22,2019-05-121077_2019-05-121494,2019-02-104055,SuperCluster_2019-05-121077_2019-05-121494,Analista Ica,ICA,LARI
347,110,3516,292.7683659305064,1,-73.82864999999998,-12.520639999999958,-73.82972023999997,-12.523068600999977,292.77,2019-05-119629,2019-02-104633,ClusterSimple_2019-05-119629,Analista Ica,,
348,110,3455,499.4373410761802,2,-73.82774076999993,-12.51899433999995,-73.82972023999997,-12.523068600999977,499.44,2019-05-119629,2019-02-104346,ClusterSimple_2019-05-119629,Analista Ica,,
349,111,3455,326.2836557231706,1,-73.82774076999993,-12.51899433999995,-73.82538966099997,-12.517160449999949,326.28,2019-05-121368_2019-05-121371,2019-02-104346,SuperCluster_2019-05-121368_2019-05-121371,Analista Ica,,
350,112,4546,233.12920161439902,1,-76.73460792999998,-12.51411153999993,-76.73500367499997,-12.512040365999951,233.13,2019-05-120789_2019-05-120790,2019-03-108348,SuperCluster_2019-05-120789_2019-05-120790,Analista Lima,LIMA,DOMINION
351,112,3360,411.8197812730061,2,-76.73606052999997,-12.51561522999998,-76.73500367499997,-12.512040365999951,411.82,2019-05-120789_2019-05-120790,2019-02-104014,SuperCluster_2019-05-120789_2019-05-120790,Analista Lima,LIMA,DOMINION
352,114,6060,163.1965813591373,1,-76.83524541999998,-12.295853829999942,-76.83674509999997,-12.295814600999961,163.2,2019-05-120920,2019-04-115444,ClusterSimple_2019-05-120920,Analista Lima,LIMA,DOMINION
353,114,1852,199.7262551728724,2,-76.83751199999995,-12.297454999999957,-76.83674509999997,-12.295814600999961,199.73,2019-05-120920,2019-01-95665,ClusterSimple_2019-05-120920,Analista Lima,LIMA,DOMINION
354,114,6517,241.29991555124997,3,-76.83849716999998,-12.294476889999942,-76.83674509999997,-12.295814600999961,241.3,2019-05-120920,2019-05-118761,ClusterSimple_2019-05-120920,Analista Lima,LIMA,DOMINION
355,115,5370,0.00011062365956604481,1,-76.84987138999998,-12.294310669999959,-76.84987138999998,-12.294310670999948,0.0,2019-05-121205,2019-03-111464,ClusterSimple_2019-05-121205,Analista Lima,LIMA,DOMINION
356,115,3369,250.87042340487594,2,-76.85188930999993,-12.295408489999943,-76.84987138999998,-12.294310670999948,250.87,2019-05-121205,2019-02-104043,ClusterSimple_2019-05-121205,Analista Lima,LIMA,DOMINION
357,115,1285,409.913705397869,3,-76.84681499999994,-12.29647799999998,-76.84987138999998,-12.294310670999948,409.91,2019-05-121205,2019-01-92709,ClusterSimple_2019-05-121205,Analista Lima,LIMA,DOMINION
358,115,5275,467.4985313906794,4,-76.84566899999999,-12.295194999999978,-76.84987138999998,-12.294310670999948,467.5,2019-05-121205,2019-03-110848,ClusterSimple_2019-05-121205,Analista Lima,LIMA,DOMINION
359,116,991,262.67135025929787,1,-76.85592019999996,-12.290288799999928,-76.85645169999998,-12.29260500099997,262.67,2019-05-119618,2019-01-91202,ClusterSimple_2019-05-119618,Analista Lima,LIMA,DOMINION
360,116,1045,262.67135025929787,1,-76.85592019999996,-12.290288799999928,-76.85645169999998,-12.29260500099997,262.67,2019-05-119618,2019-01-91474,ClusterSimple_2019-05-119618,Analista Lima,LIMA,DOMINION
361,117,302,310.6378199650639,1,-76.83325299999996,-12.282627999999931,-76.83557324999998,-12.284264710999935,310.64,2019-05-121104,2018-12-87637,ClusterSimple_2019-05-121104,Analista Lima,,
362,117,3214,312.4357998628324,2,-76.83324529999999,-12.282610699999964,-76.83557324999998,-12.284264710999935,312.44,2019-05-121104,2019-02-103477,ClusterSimple_2019-05-121104,Analista Lima,,
363,117,5873,318.00156666664554,3,-76.83315899999997,-12.282643999999948,-76.83557324999998,-12.284264710999935,318.0,2019-05-121104,2019-04-113981,ClusterSimple_2019-05-121104,Analista Lima,,
364,117,6457,358.6367882187203,4,-76.83341365999996,-12.281815249999966,-76.83557324999998,-12.284264710999935,358.64,2019-05-121104,2019-04-118264,ClusterSimple_2019-05-121104,Analista Lima,,
365,117,3442,458.64241130885983,5,-76.83555112999994,-12.288410589999955,-76.83557324999998,-12.284264710999935,458.64,2019-05-121104,2019-02-104291,ClusterSimple_2019-05-121104,Analista Lima,,
366,117,4779,458.64241130885983,5,-76.83555112999994,-12.288410589999955,-76.83557324999998,-12.284264710999935,458.64,2019-05-121104,2019-03-109089,ClusterSimple_2019-05-121104,Analista Lima,,
