OBJECTID,IN_FID,NEAR_FID,NEAR_DIST,NEAR_RANK,X_COTIZADO,Y_COTIZADO,X_PENDIENTE,Y_PENDIENTE,DISTANCIA,CODIGO_PENDIENTE,CODIGO_COTIZADO,CODIGO_N,ZONAL,JEFATURA,EE_CC
120,36,5737,103.73278165248311,3,-70.02895506999994,-15.838723409999943,-70.02950799999996,-15.839493000999937,103.73,2019-05-119858,2019-04-113309,ClusterSimple_2019-05-119858,Analista Puno,PUNO,EZENTIS
121,36,3491,105.27099408597793,4,-70.02855693999999,-15.83973261999995,-70.02950799999996,-15.839493000999937,105.27,2019-05-119858,2019-02-104469,ClusterSimple_2019-05-119858,Analista Puno,PUNO,EZENTIS
122,36,2760,165.80643417728194,5,-70.02804459999999,-15.839004799999941,-70.02950799999996,-15.839493000999937,165.81,2019-05-119858,2019-02-101495,ClusterSimple_2019-05-119858,Analista Puno,PUNO,EZENTIS
123,36,4834,173.19270641377315,6,-70.02802299999996,-15.840111999999976,-70.02950799999996,-15.839493000999937,173.19,2019-05-119858,2019-03-109295,ClusterSimple_2019-05-119858,Analista Puno,PUNO,EZENTIS
124,36,3792,174.6170744548331,7,-70.02803699999998,-15.840172999999936,-70.02950799999996,-15.839493000999937,174.62,2019-05-119858,2019-02-105729,ClusterSimple_2019-05-119858,Analista Puno,PUNO,EZENTIS
125,36,4141,193.48829679649623,8,-70.02773948999999,-15.83984873999998,-70.02950799999996,-15.839493000999937,193.49,2019-05-119858,2019-03-106993,ClusterSimple_2019-05-119858,Analista Puno,PUNO,EZENTIS
126,36,4965,200.96281233066858,9,-70.02914099999998,-15.841273999999942,-70.02950799999996,-15.839493000999937,200.96,2019-05-119858,2019-03-109722,ClusterSimple_2019-05-119858,Analista Puno,PUNO,EZENTIS
127,36,68,210.74791101413834,10,-70.02901614999996,-15.841337039999928,-70.02950799999996,-15.839493000999937,210.75,2019-05-119858,2018-12-86698,ClusterSimple_2019-05-119858,Analista Puno,PUNO,EZENTIS
128,37,3613,96.69743275206439,1,-70.02412605999996,-15.833370269999932,-70.02482733999994,-15.83282006099995,96.7,2019-05-121312,2019-02-105076,ClusterSimple_2019-05-121312,Analista Puno,PUNO,EZENTIS
129,37,1291,192.04742710939976,2,-70.02370949999994,-15.834176899999932,-70.02482733999994,-15.83282006099995,192.05,2019-05-121312,2019-01-92751,ClusterSimple_2019-05-121312,Analista Puno,PUNO,EZENTIS
130,37,2400,246.8191403766902,3,-70.02689399999997,-15.83380619999997,-70.02482733999994,-15.83282006099995,246.82,2019-05-121312,2019-02-99367,ClusterSimple_2019-05-121312,Analista Puno,PUNO,EZENTIS
131,37,6539,305.8868007414816,4,-70.02762191999994,-15.833387909999942,-70.02482733999994,-15.83282006099995,305.89,2019-05-121312,2019-05-118889,ClusterSimple_2019-05-121312,Analista Puno,PUNO,EZENTIS
132,37,261,334.7707494450064,5,-70.02320469999995,-15.835405599999945,-70.02482733999994,-15.83282006099995,334.77,2019-05-121312,2018-12-87504,ClusterSimple_2019-05-121312,Analista Puno,PUNO,EZENTIS
133,37,3776,349.7024311052225,6,-70.02346708999994,-15.835692889999962,-70.02482733999994,-15.83282006099995,349.7,2019-05-121312,2019-02-105680,ClusterSimple_2019-05-121312,Analista Puno,PUNO,EZENTIS
134,37,2768,350.53089520055215,7,-70.02317867999994,-15.835556349999933,-70.02482733999994,-15.83282006099995,350.53,2019-05-121312,2019-02-101520,ClusterSimple_2019-05-121312,Analista Puno,PUNO,EZENTIS
135,38,557,9.873310819133774,1,-70.01833679999999,-15.829094199999929,-70.01825403999999,-15.829054930999973,9.87,2019-05-119450,2018-12-88912,ClusterSimple_2019-05-119450,Analista Puno,PUNO,EZENTIS
136,44,6529,203.1913567627638,1,-70.12770889999996,-15.491357609999966,-70.12831464999994,-15.493097410999951,203.19,2019-05-121335,2019-05-118837,ClusterSimple_2019-05-121335,Analista Puno,PUNO,EZENTIS
137,44,1591,275.701794210361,2,-70.13050499999997,-15.494399999999928,-70.12831464999994,-15.493097410999951,275.7,2019-05-121335,2019-01-94538,ClusterSimple_2019-05-121335,Analista Puno,PUNO,EZENTIS
138,44,5132,332.67376749310097,3,-70.13020166999996,-15.49548287999994,-70.12831464999994,-15.493097410999951,332.67,2019-05-121335,2019-03-110337,ClusterSimple_2019-05-121335,Analista Puno,PUNO,EZENTIS
139,44,3432,334.6562168964909,4,-70.12714699999998,-15.490292999999951,-70.12831464999994,-15.493097410999951,334.66,2019-05-121335,2019-02-104247,ClusterSimple_2019-05-121335,Analista Puno,PUNO,EZENTIS
140,44,6206,415.13999396064906,5,-70.13112819999998,-15.49052219999993,-70.12831464999994,-15.493097410999951,415.14,2019-05-121335,2019-04-116280,ClusterSimple_2019-05-121335,Analista Puno,PUNO,EZENTIS
141,44,5083,423.47472937840547,6,-70.13190588999998,-15.494684589999963,-70.12831464999994,-15.493097410999951,423.47,2019-05-121335,2019-03-110164,ClusterSimple_2019-05-121335,Analista Puno,PUNO,EZENTIS
142,44,2868,445.4389979024575,7,-70.12571206999996,-15.489961219999941,-70.12831464999994,-15.493097410999951,445.44,2019-05-121335,2019-02-101936,ClusterSimple_2019-05-121335,Analista Puno,PUNO,EZENTIS
143,44,4716,456.7837642591531,8,-70.12563115999995,-15.489892809999958,-70.12831464999994,-15.493097410999951,456.78,2019-05-121335,2019-03-108825,ClusterSimple_2019-05-121335,Analista Puno,PUNO,EZENTIS
144,44,4526,487.84012186276453,9,-70.13266199999998,-15.494387999999958,-70.12831464999994,-15.493097410999951,487.84,2019-05-121335,2019-03-108313,ClusterSimple_2019-05-121335,Analista Puno,PUNO,EZENTIS
145,44,264,488.16649591673746,10,-70.13216399999999,-15.495448999999951,-70.12831464999994,-15.493097410999951,488.17,2019-05-121335,2018-12-87508,ClusterSimple_2019-05-121335,Analista Puno,PUNO,EZENTIS
146,45,4933,100.96550508512267,1,-70.13557549999996,-15.493721999999934,-70.13623899999993,-15.493075000999966,100.97,2019-05-120065,2019-03-109580,ClusterSimple_2019-05-120065,Analista Puno,PUNO,EZENTIS
147,45,3235,144.6230406915728,2,-70.13509699999997,-15.493769199999974,-70.13623899999993,-15.493075000999966,144.62,2019-05-120065,2019-02-103525,ClusterSimple_2019-05-120065,Analista Puno,PUNO,EZENTIS
148,45,3708,252.4767919258725,3,-70.13457768999996,-15.491459179999936,-70.13623899999993,-15.493075000999966,252.48,2019-05-120065,2019-02-105412,ClusterSimple_2019-05-120065,Analista Puno,PUNO,EZENTIS
149,45,6554,270.04546069191167,4,-70.13736434999998,-15.490892109999947,-70.13623899999993,-15.493075000999966,270.05,2019-05-120065,2019-05-118957,ClusterSimple_2019-05-120065,Analista Puno,PUNO,EZENTIS
150,45,5791,317.0270540933041,5,-70.13328441999994,-15.49307049999993,-70.13623899999993,-15.493075000999966,317.03,2019-05-120065,2019-04-113538,ClusterSimple_2019-05-120065,Analista Puno,PUNO,EZENTIS
151,45,2758,345.6969311287373,6,-70.13303326999994,-15.493386449999946,-70.13623899999993,-15.493075000999966,345.7,2019-05-120065,2019-02-101493,ClusterSimple_2019-05-120065,Analista Puno,PUNO,EZENTIS
152,45,1997,397.96707590308085,7,-70.13292539999998,-15.494690699999978,-70.13623899999993,-15.493075000999966,397.97,2019-05-120065,2019-01-97327,ClusterSimple_2019-05-120065,Analista Puno,PUNO,EZENTIS
153,45,4526,410.3895873461878,8,-70.13266199999998,-15.494387999999958,-70.13623899999993,-15.493075000999966,410.39,2019-05-120065,2019-03-108313,ClusterSimple_2019-05-120065,Analista Puno,PUNO,EZENTIS
154,45,4249,422.0307528056933,9,-70.13329299999998,-15.495601999999963,-70.13623899999993,-15.493075000999966,422.03,2019-05-120065,2019-03-107394,ClusterSimple_2019-05-120065,Analista Puno,PUNO,EZENTIS
155,45,4473,468.1299646514497,10,-70.13248605999996,-15.49523236999994,-70.13623899999993,-15.493075000999966,468.13,2019-05-120065,2019-03-108192,ClusterSimple_2019-05-120065,Analista Puno,PUNO,EZENTIS
156,46,5588,188.3936185627734,1,-70.13489599999997,-15.486679999999978,-70.13601221999994,-15.485365830999967,188.39,2019-05-121410,2019-04-112558,ClusterSimple_2019-05-121410,Analista Puno,PUNO,EZENTIS
157,49,4585,312.39988690073267,1,-69.76358211999997,-15.20130729999994,-69.76106699999997,-15.199891000999969,312.4,2019-04-114948,2019-03-108439,ClusterSimple_2019-04-114948,Analista Puno,PUNO,EZENTIS
158,49,2964,475.39426165287955,2,-69.76537114999996,-15.20088562999996,-69.76106699999997,-15.199891000999969,475.39,2019-04-114948,2019-02-102309,ClusterSimple_2019-04-114948,Analista Puno,PUNO,EZENTIS
159,50,5997,298.975329941698,1,-73.78006422999994,-15.01724760999997,-73.78185349999995,-15.015179600999943,298.98,2019-05-121076,2019-04-115156,ClusterSimple_2019-05-121076,Analista Ica,ICA,LARI
160,50,6101,310.915478920281,2,-73.77933299999995,-15.01655599999998,-73.78185349999995,-15.015179600999943,310.92,2019-05-121076,2019-04-115683,ClusterSimple_2019-05-121076,Analista Ica,ICA,LARI
161,51,3650,38.94348288691819,1,-69.86542479999997,-14.915504349999935,-69.86507199999994,-14.915583000999959,38.94,2019-05-118981,2019-02-105210,ClusterSimple_2019-05-118981,Analista Puno,PUNO,EZENTIS
162,51,513,113.63269912930004,2,-69.86440998999996,-14.91478281999997,-69.86507199999994,-14.915583000999959,113.63,2019-05-118981,2018-12-88714,ClusterSimple_2019-05-118981,Analista Puno,PUNO,EZENTIS
163,52,2934,11.885038041911775,1,-70.19578499999994,-14.908501679999972,-70.19588995999999,-14.908535150999967,11.89,2019-05-118862,2019-02-102170,ClusterSimple_2019-05-118862,Analista Puno,PUNO,EZENTIS
164,52,4815,57.14140976755458,2,-70.19558699999999,-14.908110999999963,-70.19588995999999,-14.908535150999967,57.14,2019-05-118862,2019-03-109220,ClusterSimple_2019-05-118862,Analista Puno,PUNO,EZENTIS
165,52,3216,60.68009582351512,3,-70.19559859999998,-14.90806559999993,-70.19588995999999,-14.908535150999967,60.68,2019-05-118862,2019-02-103481,ClusterSimple_2019-05-118862,Analista Puno,PUNO,EZENTIS
166,52,2725,182.72002047440256,4,-70.19758749999994,-14.908488999999975,-70.19588995999999,-14.908535150999967,182.72,2019-05-118862,2019-02-101322,ClusterSimple_2019-05-118862,Analista Puno,PUNO,EZENTIS
167,52,2377,185.5581131683427,5,-70.19760499999995,-14.908358999999962,-70.19588995999999,-14.908535150999967,185.56,2019-05-118862,2019-02-99088,ClusterSimple_2019-05-118862,Analista Puno,PUNO,EZENTIS
168,52,5824,281.1138437166412,6,-70.19788899999998,-14.910170999999934,-70.19588995999999,-14.908535150999967,281.11,2019-05-118862,2019-04-113661,ClusterSimple_2019-05-118862,Analista Puno,PUNO,EZENTIS
169,52,4046,336.59973726856924,7,-70.19807699999996,-14.90635999999995,-70.19588995999999,-14.908535150999967,336.6,2019-05-118862,2019-03-106692,ClusterSimple_2019-05-118862,Analista Puno,PUNO,EZENTIS
170,52,6435,336.59973726856924,7,-70.19807699999996,-14.90635999999995,-70.19588995999999,-14.908535150999967,336.6,2019-05-118862,2019-04-117984,ClusterSimple_2019-05-118862,Analista Puno,PUNO,EZENTIS
171,53,2781,44.16707861804841,1,-70.58951213999995,-14.881915239999955,-70.58992249099998,-14.88190696099997,44.17,2019-05-118846_2019-05-120881_2019-05-121308_2019-05-121565,2019-02-101584,SuperCluster_2019-05-118846_2019-05-120881_2019-05-121308_2019-05-121565,Analista Puno,PUNO,EZENTIS
172,53,3270,49.50873092349867,2,-70.58951167999999,-14.88170550999996,-70.58992249099998,-14.88190696099997,49.51,2019-05-118846_2019-05-120881_2019-05-121308_2019-05-121565,2019-02-103632,SuperCluster_2019-05-118846_2019-05-120881_2019-05-121308_2019-05-121565,Analista Puno,PUNO,EZENTIS
173,53,3193,85.79991660271413,3,-70.59068113999996,-14.882145549999962,-70.58992249099998,-14.88190696099997,85.8,2019-05-118846_2019-05-120881_2019-05-121308_2019-05-121565,2019-02-103421,SuperCluster_2019-05-118846_2019-05-120881_2019-05-121308_2019-05-121565,Analista Puno,PUNO,EZENTIS
174,53,2512,121.39801783462872,4,-70.59029399999997,-14.880870999999956,-70.58992249099998,-14.88190696099997,121.4,2019-05-118846_2019-05-120881_2019-05-121308_2019-05-121565,2019-02-100064,SuperCluster_2019-05-118846_2019-05-120881_2019-05-121308_2019-05-121565,Analista Puno,PUNO,EZENTIS
175,53,5172,172.18050278480305,5,-70.59073145999997,-14.883249539999952,-70.58992249099998,-14.88190696099997,172.18,2019-05-118846_2019-05-120881_2019-05-121308_2019-05-121565,2019-03-110450,SuperCluster_2019-05-118846_2019-05-120881_2019-05-121308_2019-05-121565,Analista Puno,PUNO,EZENTIS
176,53,3482,179.25671321922354,6,-70.58856499999996,-14.880967999999939,-70.58992249099998,-14.88190696099997,179.26,2019-05-118846_2019-05-120881_2019-05-121308_2019-05-121565,2019-02-104421,SuperCluster_2019-05-118846_2019-05-120881_2019-05-121308_2019-05-121565,Analista Puno,PUNO,EZENTIS
177,53,5823,180.57824904959023,7,-70.59000499999996,-14.883536999999933,-70.58992249099998,-14.88190696099997,180.58,2019-05-118846_2019-05-120881_2019-05-121308_2019-05-121565,2019-04-113657,SuperCluster_2019-05-118846_2019-05-120881_2019-05-121308_2019-05-121565,Analista Puno,PUNO,EZENTIS
178,53,6438,280.07268388515763,8,-70.58804799999996,-14.883662999999956,-70.58992249099998,-14.88190696099997,280.07,2019-05-118846_2019-05-120881_2019-05-121308_2019-05-121565,2019-04-118012,SuperCluster_2019-05-118846_2019-05-120881_2019-05-121308_2019-05-121565,Analista Puno,PUNO,EZENTIS
179,53,4718,280.84597899019343,9,-70.58806249999998,-14.88368749999995,-70.58992249099998,-14.88190696099997,280.85,2019-05-118846_2019-05-120881_2019-05-121308_2019-05-121565,2019-03-108828,SuperCluster_2019-05-118846_2019-05-120881_2019-05-121308_2019-05-121565,Analista Puno,PUNO,EZENTIS
180,53,3860,440.34976595726624,10,-70.58885210999995,-14.878065769999978,-70.58992249099998,-14.88190696099997,440.35,2019-05-118846_2019-05-120881_2019-05-121308_2019-05-121565,2019-03-105918,SuperCluster_2019-05-118846_2019-05-120881_2019-05-121308_2019-05-121565,Analista Puno,PUNO,EZENTIS
181,55,3556,153.76705860206758,1,-72.08117655999996,-14.449848419999967,-72.08230406399997,-14.450699415999964,153.77,2019-04-118266_2019-05-120802,2019-02-104868,SuperCluster_2019-04-118266_2019-05-120802,Analista Cusco,,
182,55,5928,153.96020355906438,2,-72.08116603999997,-14.449858929999948,-72.08230406399997,-14.450699415999964,153.96,2019-04-118266_2019-05-120802,2019-04-114788,SuperCluster_2019-04-118266_2019-05-120802,Analista Cusco,,
183,55,2913,165.50971391504277,3,-72.08257877999995,-14.45217114999997,-72.08230406399997,-14.450699415999964,165.51,2019-04-118266_2019-05-120802,2019-02-102083,SuperCluster_2019-04-118266_2019-05-120802,Analista Cusco,,
184,55,4004,460.55841279237575,4,-72.07818049999997,-14.451785599999937,-72.08230406399997,-14.450699415999964,460.56,2019-04-118266_2019-05-120802,2019-03-106552,SuperCluster_2019-04-118266_2019-05-120802,Analista Cusco,,
185,60,2845,44.24151577248637,1,-71.22255829999995,-14.280009099999972,-71.22262999999998,-14.28040280099998,44.24,2019-05-121224,2019-02-101884,ClusterSimple_2019-05-121224,Analista Cusco,CUSCO,EZENTIS
186,60,2140,446.20060788435575,2,-71.22622099999995,-14.278402999999969,-71.22262999999998,-14.28040280099998,446.2,2019-05-121224,2019-01-98219,ClusterSimple_2019-05-121224,Analista Cusco,CUSCO,EZENTIS
187,65,5886,0.00011063902638852596,1,-75.74000019999994,-14.074981899999955,-75.74000019999994,-14.074981900999944,0.0,2019-04-114106,2019-04-114106,ClusterSimple_2019-04-114106,Analista Ica,ICA,LARI
188,65,6614,71.07804992338812,2,-75.73969323999995,-14.074413629999981,-75.74000019999994,-14.074981900999944,71.08,2019-04-114106,2019-05-119459,ClusterSimple_2019-04-114106,Analista Ica,ICA,LARI
189,65,5154,72.5305951530808,3,-75.73969289999997,-14.074398999999971,-75.74000019999994,-14.074981900999944,72.53,2019-04-114106,2019-03-110379,ClusterSimple_2019-04-114106,Analista Ica,ICA,LARI
190,65,1434,189.37803365894544,4,-75.74115433999998,-14.073693269999978,-75.74000019999994,-14.074981900999944,189.38,2019-04-114106,2019-01-93785,ClusterSimple_2019-04-114106,Analista Ica,ICA,LARI
191,65,612,325.168041821678,5,-75.73941849999994,-14.072098299999936,-75.74000019999994,-14.074981900999944,325.17,2019-04-114106,2018-12-89246,ClusterSimple_2019-04-114106,Analista Ica,ICA,LARI
192,65,1256,325.168041821678,5,-75.73941849999994,-14.072098299999936,-75.74000019999994,-14.074981900999944,325.17,2019-04-114106,2019-01-92550,ClusterSimple_2019-04-114106,Analista Ica,ICA,LARI
193,65,1281,387.7497613831672,6,-75.73768115999997,-14.077657359999932,-75.74000019999994,-14.074981900999944,387.75,2019-04-114106,2019-01-92698,ClusterSimple_2019-04-114106,Analista Ica,ICA,LARI
194,65,3156,433.6299520491741,7,-75.74393864999996,-14.075744259999965,-75.74000019999994,-14.074981900999944,433.63,2019-04-114106,2019-02-103232,ClusterSimple_2019-04-114106,Analista Ica,ICA,LARI
195,65,4267,434.288177329189,8,-75.73809643999994,-14.071524429999954,-75.74000019999994,-14.074981900999944,434.29,2019-04-114106,2019-03-107462,ClusterSimple_2019-04-114106,Analista Ica,ICA,LARI
196,66,3496,50.52582104901783,1,-70.43137118999994,-14.068148509999958,-70.43167972999998,-14.068491780999977,50.53,2019-05-120883,2019-02-104501,ClusterSimple_2019-05-120883,Analista Puno,,
197,67,2887,84.80142843491004,1,-72.17520927999993,-13.948259549999932,-72.17461286999998,-13.947761380999964,84.8,2019-05-120101,2019-02-102005,ClusterSimple_2019-05-120101,Analista Cusco,,EZENTIS
198,67,6128,289.07214771852983,2,-72.17624199999995,-13.945688999999959,-72.17461286999998,-13.947761380999964,289.07,2019-05-120101,2019-04-115845,ClusterSimple_2019-05-120101,Analista Cusco,,EZENTIS
199,67,6217,289.07214771852983,2,-72.17624199999995,-13.945688999999959,-72.17461286999998,-13.947761380999964,289.07,2019-05-120101,2019-04-116330,ClusterSimple_2019-05-120101,Analista Cusco,,EZENTIS
200,67,5491,388.12624489905767,3,-72.17694884999997,-13.945096589999935,-72.17461286999998,-13.947761380999964,388.13,2019-05-120101,2019-03-112097,ClusterSimple_2019-05-120101,Analista Cusco,,EZENTIS
201,69,1088,30.88690939392402,1,-76.23857683999995,-13.784121179999943,-76.23886229999994,-13.784111400999961,30.89,2019-05-121237,2019-01-91687,ClusterSimple_2019-05-121237,Analista Ica,CHINCHA,LARI
202,70,2895,30.887349424811507,1,-71.84723655999994,-13.761124579999944,-71.84704880999993,-13.761334960999932,30.89,2019-05-120861,2019-02-102029,ClusterSimple_2019-05-120861,Analista Cusco,,
203,72,4668,113.80860311649569,1,-76.20350512999994,-13.709669489999953,-76.20453167999995,-13.709443980999936,113.81,2019-05-121425,2019-03-108707,ClusterSimple_2019-05-121425,Analista Ica,CHINCHA,LARI
204,72,389,169.80992892712743,2,-76.20341762999993,-13.71052536999997,-76.20453167999995,-13.709443980999936,169.81,2019-05-121425,2018-12-88189,ClusterSimple_2019-05-121425,Analista Ica,CHINCHA,LARI
205,72,769,194.13756739151432,3,-76.20316666999997,-13.71058329999994,-76.20453167999995,-13.709443980999936,194.14,2019-05-121425,2018-12-90080,ClusterSimple_2019-05-121425,Analista Ica,CHINCHA,LARI
206,72,6536,222.18503507351323,4,-76.20248409999994,-13.709284509999975,-76.20453167999995,-13.709443980999936,222.19,2019-05-121425,2019-05-118866,ClusterSimple_2019-05-121425,Analista Ica,CHINCHA,LARI
207,72,5499,278.13728112727694,5,-76.20220559999996,-13.710515499999929,-76.20453167999995,-13.709443980999936,278.14,2019-05-121425,2019-03-112152,ClusterSimple_2019-05-121425,Analista Ica,CHINCHA,LARI
208,72,1333,295.16203178545555,6,-76.20200899999998,-13.710460999999952,-76.20453167999995,-13.709443980999936,295.16,2019-05-121425,2019-01-92973,ClusterSimple_2019-05-121425,Analista Ica,CHINCHA,LARI
209,72,1549,297.7558402257604,7,-76.20200499999999,-13.710511999999937,-76.20453167999995,-13.709443980999936,297.76,2019-05-121425,2019-01-94384,ClusterSimple_2019-05-121425,Analista Ica,CHINCHA,LARI
210,72,3634,327.5417175498776,8,-76.20752919999995,-13.709863499999926,-76.20453167999995,-13.709443980999936,327.54,2019-05-121425,2019-02-105150,ClusterSimple_2019-05-121425,Analista Ica,CHINCHA,LARI
211,73,2927,15.001739895516414,1,-71.62653537999995,-13.687363339999933,-71.62667401999994,-13.687360255999977,15.0,2019-03-108628_2019-05-119651,2019-02-102144,SuperCluster_2019-03-108628_2019-05-119651,Analista Cusco,CUSCO,EZENTIS
212,73,6668,16.258444312137676,2,-71.62652716999997,-13.687391529999957,-71.62667401999994,-13.687360255999977,16.26,2019-03-108628_2019-05-119651,2019-05-120371,SuperCluster_2019-03-108628_2019-05-119651,Analista Cusco,CUSCO,EZENTIS
213,73,4203,77.65565633438848,3,-71.62596199999996,-13.687270999999953,-71.62667401999994,-13.687360255999977,77.66,2019-03-108628_2019-05-119651,2019-03-107159,SuperCluster_2019-03-108628_2019-05-119651,Analista Cusco,CUSCO,EZENTIS
214,73,1779,215.53906135378256,4,-71.62473602999995,-13.687812599999972,-71.62667401999994,-13.687360255999977,215.54,2019-03-108628_2019-05-119651,2019-01-95264,SuperCluster_2019-03-108628_2019-05-119651,Analista Cusco,CUSCO,EZENTIS
215,73,822,397.33120733441206,5,-71.62504699999994,-13.690579999999954,-71.62667401999994,-13.687360255999977,397.33,2019-03-108628_2019-05-119651,2018-12-90186,SuperCluster_2019-03-108628_2019-05-119651,Analista Cusco,CUSCO,EZENTIS
216,75,6084,19.50857260684835,1,-73.42838809999995,-13.65318659999997,-73.42842499999995,-13.653014000999974,19.51,2019-05-119114,2019-04-115559,ClusterSimple_2019-05-119114,Analista Cusco,CUSCO,EZENTIS
217,76,6598,6.350164071748933,1,-72.89124034999998,-13.637717579999958,-72.89119214999994,-13.637750325999946,6.35,2019-05-118325_2019-05-119431,2019-05-119380,SuperCluster_2019-05-118325_2019-05-119431,Analista Cusco,CUSCO,EZENTIS
218,77,6445,16.086484705493334,1,-72.88062399999995,-13.633419999999944,-72.88047657999994,-13.633438810999962,16.09,2019-05-118381,2019-04-118070,ClusterSimple_2019-05-118381,Analista Cusco,CUSCO,EZENTIS
219,77,2475,23.17979015294349,2,-72.88054631999995,-13.633240709999939,-72.88047657999994,-13.633438810999962,23.18,2019-05-118381,2019-02-99785,ClusterSimple_2019-05-118381,Analista Cusco,CUSCO,EZENTIS
220,77,3591,122.09991080910115,3,-72.88072649999998,-13.632362599999965,-72.88047657999994,-13.633438810999962,122.1,2019-05-118381,2019-02-104996,ClusterSimple_2019-05-118381,Analista Cusco,CUSCO,EZENTIS
221,77,1364,200.72750555585625,4,-72.88229399999994,-13.633074999999963,-72.88047657999994,-13.633438810999962,200.73,2019-05-118381,2019-01-93336,ClusterSimple_2019-05-118381,Analista Cusco,CUSCO,EZENTIS
222,77,4090,222.863861001128,5,-72.87857686999996,-13.632660459999954,-72.88047657999994,-13.633438810999962,222.86,2019-05-118381,2019-03-106867,ClusterSimple_2019-05-118381,Analista Cusco,CUSCO,EZENTIS
223,77,4103,222.863861001128,5,-72.87857686999996,-13.632660459999954,-72.88047657999994,-13.633438810999962,222.86,2019-05-118381,2019-03-106900,ClusterSimple_2019-05-118381,Analista Cusco,CUSCO,EZENTIS
224,77,2300,260.8749994177081,6,-72.88228655999995,-13.634996519999959,-72.88047657999994,-13.633438810999962,260.87,2019-05-118381,2019-02-98818,ClusterSimple_2019-05-118381,Analista Cusco,CUSCO,EZENTIS
225,77,1062,267.62269270988503,7,-72.87830369999995,-13.634594359999937,-72.88047657999994,-13.633438810999962,267.62,2019-05-118381,2019-01-91626,ClusterSimple_2019-05-118381,Analista Cusco,CUSCO,EZENTIS
226,77,2355,270.859351206455,8,-72.88238696999997,-13.63502085999994,-72.88047657999994,-13.633438810999962,270.86,2019-05-118381,2019-02-99003,ClusterSimple_2019-05-118381,Analista Cusco,CUSCO,EZENTIS
227,77,4651,297.32483938899304,9,-72.88265484999994,-13.635077029999934,-72.88047657999994,-13.633438810999962,297.32,2019-05-118381,2019-03-108650,ClusterSimple_2019-05-118381,Analista Cusco,CUSCO,EZENTIS
228,78,3914,0.23844373195404642,1,-72.88618949999994,-13.632787099999973,-72.88618899999994,-13.632785000999945,0.24,2019-04-113847,2019-03-106202,ClusterSimple_2019-04-113847,Analista Cusco,CUSCO,EZENTIS
229,78,1868,1.1274346246827314,2,-72.88619099999994,-13.632774999999981,-72.88618899999994,-13.632785000999945,1.13,2019-04-113847,2019-01-95721,ClusterSimple_2019-04-113847,Analista Cusco,CUSCO,EZENTIS
230,78,2886,181.86885153610706,3,-72.88777743999998,-13.633322439999972,-72.88618899999994,-13.632785000999945,181.87,2019-04-113847,2019-02-102004,ClusterSimple_2019-04-113847,Analista Cusco,CUSCO,EZENTIS
231,78,2714,187.7460770008726,4,-72.88575459999998,-13.634427929999958,-72.88618899999994,-13.632785000999945,187.75,2019-04-113847,2019-02-101294,ClusterSimple_2019-04-113847,Analista Cusco,CUSCO,EZENTIS
232,78,3805,374.01359618465597,5,-72.88462643999998,-13.635800449999977,-72.88618899999994,-13.632785000999945,374.01,2019-04-113847,2019-02-105751,ClusterSimple_2019-04-113847,Analista Cusco,CUSCO,EZENTIS
233,78,1364,422.67120891809054,6,-72.88229399999994,-13.633074999999963,-72.88618899999994,-13.632785000999945,422.67,2019-04-113847,2019-01-93336,ClusterSimple_2019-04-113847,Analista Cusco,CUSCO,EZENTIS
234,78,4651,458.84292628541306,7,-72.88265484999994,-13.635077029999934,-72.88618899999994,-13.632785000999945,458.84,2019-04-113847,2019-03-108650,ClusterSimple_2019-04-113847,Analista Cusco,CUSCO,EZENTIS
235,78,2355,480.0335609717095,8,-72.88238696999997,-13.63502085999994,-72.88618899999994,-13.632785000999945,480.03,2019-04-113847,2019-02-99003,ClusterSimple_2019-04-113847,Analista Cusco,CUSCO,EZENTIS
236,78,2300,488.0209977133401,9,-72.88228655999995,-13.634996519999959,-72.88618899999994,-13.632785000999945,488.02,2019-04-113847,2019-02-98818,ClusterSimple_2019-04-113847,Analista Cusco,CUSCO,EZENTIS
237,80,2945,209.6808434874798,1,-72.69597985999997,-13.540974339999934,-72.69553291999995,-13.539130230999945,209.68,2019-05-120876,2019-02-102224,ClusterSimple_2019-05-120876,Analista Cusco,,
238,81,1213,183.0694139079767,1,-71.94806299999993,-13.53343899999993,-71.94960752999998,-13.53276497099995,183.07,2019-05-119616,2019-01-92287,ClusterSimple_2019-05-119616,Analista Cusco,CUSCO,EZENTIS
239,81,1312,190.84833943826936,2,-71.94797426999997,-13.533414599999958,-71.94960752999998,-13.53276497099995,190.85,2019-05-119616,2019-01-92864,ClusterSimple_2019-05-119616,Analista Cusco,CUSCO,EZENTIS
240,81,543,197.23841499508447,3,-71.95133349999998,-13.532193599999971,-71.94960752999998,-13.53276497099995,197.24,2019-05-119616,2018-12-88867,ClusterSimple_2019-05-119616,Analista Cusco,CUSCO,EZENTIS
241,81,2094,203.00270038625322,4,-71.95079399999997,-13.531343999999933,-71.94960752999998,-13.53276497099995,203.0,2019-05-119616,2019-01-97980,ClusterSimple_2019-05-119616,Analista Cusco,CUSCO,EZENTIS
242,81,5533,235.7534745487492,5,-71.95090505999997,-13.531053529999951,-71.94960752999998,-13.53276497099995,235.75,2019-05-119616,2019-03-112293,ClusterSimple_2019-05-119616,Analista Cusco,CUSCO,EZENTIS
