CODIGO;CLIENTE;TIPO REQUERIMIENTO;ALIAS;RESPONSABLE VU;SALESFORCE;PROYECTO;REGISTRO;SEGMENTO;DEPARTAMENTO;PROVINCIA;DISTRITO;DIRECCION;NUMERO;ACCESO;TENDIDO EXTERNO;TIPO SEDE;NRO PISOS;ZONAL;RESPONSABLE ;REGION;ENLACE;LATITUD;LONGITUD;UNIDAD DE NEGOCIO;ESTUDIO;NODO;DIAS;PEP;PEP2;GRAFO;TOTAL SOLES;TOTAL DOLARES;ESTADO ESTUDIO;COTIZACION SOLES;COTIZACION DOLARES;DIAS;FECHA ENVIO;INICIO ESTUDIO;FIN ESTUDIO;FIN CONSOLIDACION;INICIO EJECUCION;INICIO IMPLEMENTACION;ESTADO
2019-05-119399;DIRECCION REGIONAL DE SALUD PASCO;Fibra Optica;P.S. CHINCHE TINGO;Juan Noya;PER-002064815;Licitaciones;7/05/2019 12:14;Empresas;Pasco;Daniel Alcides Carrion;Yanahuanca;CHINCHE TINGO DISTRITO YANAHUANCA PROVINCIA DANIEL ALCIDES CARRION DEPARTAMENTO PASCO;;Aereo;Mixto;Edificio Monocliente;1;Analista Huánuco;Juvenal Cerda;Region Norte;Principal;-10.50712915;-76.58534229;Francelys Figueroa;;;;;;;;;;;;;;7/05/2019 12:14;;;;;Pend. Cotiz.
2019-05-119400;SANDVIK DEL PERU S.A.;Fibra Optica;;Juan Noya;PER-002152038;Alto Valor;7/05/2019 12:27;Negocios;Lima;Lima;Lurigancho; Calle B Mza C4 Lote 5 Urb. Huachipa Este - Parque Industrial Bryson Hills ;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Manuel Vera Lari;Lima;Principal;-11.940451;-76.883144;Lizbeth Barriga;;;;;;;;;;;;;;7/05/2019 12:27;;;;;Pend. Cotiz.
2019-05-119431;FIBERTEL ABANCAY SOCIEDAD ANONIM CERRADA - FIBERTEL ABANCAY S.A.C.;Fibra Optica;  I@S   200Mbps;Jose Barandiaran;19-0824;Cableras;7/05/2019 13:59;Mayoristas;Apurimac;Abancay;Abancay;"Punto de acceso mas cercano al nodo de TdP - 
Indicar coordenadas del poste que llegara cliente.";;Aereo;Aereo;Edificio Monocliente;1;Analista Cusco;Roger Palza Transm,Jesús Paniura;Region Sur;Principal;-13.63768815;-72.8911968;Oscar Vasquez Panduro;Estudio Transporte;ABANCAY;15;;;;0;0;Enviado VU;;;;;7/05/2019 13:59;;;;;Pend. Cotiz.
2019-05-119444;"UNIDAD EJECUTORA 009: ""PROGRESA""";Fibra Optica;FO_HUANUCO;Juan Noya;PER-002141831;Licitaciones;7/05/2019 14:54;Empresas;Huanuco;Huanuco;Amarilis;Av. Esteban Pabletich y el Jr. Chicama Mz “I-1” LT 10 - Sector 4 -San Luis-Amarilis - Huánuco;;Canalizado;Mixto;Edificio Monocliente;1;Analista Huánuco;Abel Roca;Region Norte;Principal;-9.940870509;-76.23878429;Carlos Falcon Santa Cruz;;;;;;;;;;;;;;7/05/2019 14:54;;;;;Pend. Cotiz.
2019-05-119450;"UNIDAD EJECUTORA 009: ""PROGRESA""";Fibra Optica;FO_PUNO;Juan Noya;PER-002141831;Licitaciones;7/05/2019 15:12;Empresas;Puno;Puno;Puno; Avenida Floral 920;;Canalizado;Mixto;Edificio Monocliente;1;Analista Puno;Jesús Parisaca,Roger Palza Transm;Region Sur;Principal;-15.82905493;-70.01825404;Carlos Falcon Santa Cruz;Estudio FO Principal;EBC UNA PUNO;30;;;;16700;0;Enviado VU;;;;;7/05/2019 15:12;13/05/2019 23:24;;;;Pend. Cotiz.
2019-05-119454;"UNIDAD EJECUTORA 009: ""PROGRESA""";Fibra Optica;FO_PIURA;Juan Noya;PER-002141831;Licitaciones;7/05/2019 15:23;Empresas;Piura;Piura;Piura; Avenida Los Cocos 300;;Canalizado;Mixto;Edificio Monocliente;1;Analista Piura;Harold Robinson Lopez Murga,Roger Palza Transm;Region Norte;Principal;-5.1928274;-80.6331191;Carlos Falcon Santa Cruz;Estudio FO Principal;EBC COCOS PIURA;30;;;;5700;0;Enviado VU;;;;;7/05/2019 15:23;10/05/2019 8:53;;;;Pend. Cotiz.
2019-05-119467;"UNIDAD EJECUTORA 009: ""PROGRESA""";Fibra Optica;FO_UCAYALI;Juan Noya;PER-002141831;Licitaciones;7/05/2019 15:41;Empresas;Ucayali;Coronel Portillo;Callaria; Jirón Amazonas. Mza. C. Lote 8 (frente al colegio Raymondi).;;Canalizado;Mixto;Edificio Monocliente;1;Analista Huánuco;Boris Arangurí Minchola;Region Norte;Principal;-8.382664888;-74.55181847;Carlos Falcon Santa Cruz;;;;;;;;;;;;;;7/05/2019 15:41;;;;;Pend. Cotiz.
2019-05-119469;"UNIDAD EJECUTORA 009: ""PROGRESA""";Fibra Optica;FO_PASCO;Juan Noya;PER-002141831;Licitaciones;7/05/2019 15:47;Empresas;Pasco;Pasco;Yanacancha;COOPAC Volcan 392;;Canalizado;Mixto;Edificio Monocliente;1;Analista Huánuco;Juana Kam;Region Norte;Principal;-10.66382948;-76.25581648;Carlos Falcon Santa Cruz;;;;;;;;;;;;;;7/05/2019 15:47;;;;;Pend. Cotiz.
2019-05-119547;VERDE & NARANJA S.A.;Fibra Optica;ATE;Juan Noya;PER-002154433;Alto Valor;7/05/2019 19:00;Negocios;Lima;Lima;Ate; CALLE SANTA SOFIA 260 URB LOS SAUCES ATE;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Jhony Sanca Ezentis,Roger Palza Transm;Lima;Principal;-12.06948604;-76.98737414;Brayan Ramirez;Estudio FO Principal;EBC MARISCAL GAMARRA;30;;;;5200;0;Enviado VU;;;;;7/05/2019 19:00;11/05/2019 13:01;;;;Pend. Cotiz.
2019-05-119569;DIRECC SUB REGIONAL DE SALUD HUALLAGA C;Fibra Optica;FO_huallaga;Juan Noya;PER-002154534;Estandar;7/05/2019 22:17;Empresas;San Martin;Mariscal Caceres;Juanjui;red de salud mariscal;;Aereo;Mixto;Edificio Monocliente;1;Analista Tarapoto;Roger Palza Transm,Jesús Anampa;Region Norte;Principal;-7.181165844;-76.73565569;Elojelia Gutierrez Z;Estudio FO Principal;JUANJUI;20;;;;6500;0;Enviado VU;;;;;7/05/2019 22:17;9/05/2019 9:50;;;;Pend. Cotiz.
2019-05-119589;POLICIA NACIONAL DEL PERU DIRECCION GENERAL;Fibra Optica;FRENTE POLICIAL PTO INCA;Juan Noya;PER-002051587;Defensa;8/05/2019 10:19;Empresas;Huanuco;Puerto Inca;Puerto Inca; Jr Loreto s/n Mz. 27 Lt 01;;Aereo;Mixto;Edificio Monocliente;1;Analista Huánuco;Boris Arangurí Minchola,Roger Palza Transm;Region Norte;Principal;-9.376419606;-74.96694015;Jorge Vidal;Estudio FO Principal;AZTECA PUERTO INCA;60;;;;37250;0;Enviado VU;;;;;8/05/2019 10:19;9/05/2019 19:16;;;;Pend. Cotiz.
2019-05-119616;ICO LOGISTICA S.A.C.;Fibra Optica;CUSCO;Juan Noya;PER-002154518;Alto Valor;8/05/2019 10:44;Negocios;Cusco;Cusco;Cusco;Calle República de Colombia Mza. A Lote 17, Parque Industrial, Cusco;;Aereo;Mixto;Edificio Monocliente;1;Analista Cusco;Roberto Butrón,Roger Palza Transm;Region Sur;Principal;-13.53276497;-71.94960753;Brayan Ramirez;Estudio FO Principal;CUSCO;30;;;;5000;0;Enviado VU;;;;;8/05/2019 10:44;13/05/2019 17:15;;;;Pend. Cotiz.
2019-05-119617;ICO LOGISTICA S.A.C.;Fibra Optica;PUENTE PIEDRA;Juan Noya;PER-002154518;Alto Valor;8/05/2019 10:44;Negocios;Lima;Lima;Puente Piedra;CALLE 1 NRO. 159 A.V. VALLE CHILLON (ESQUINA PISCINA LAS TERRAZAS)  PUENTE PIEDRA LIMA;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Roger Palza Transm,Jhony Sanca Ezentis;Lima;Principal;-11.93760565;-77.08694278;Brayan Ramirez;Estudio FO Principal;CHILLON;30;;;;5200;0;Enviado VU;;;;;8/05/2019 10:44;13/05/2019 9:28;;;;Pend. Cotiz.
2019-05-119618;PISOS POLIMERICOS Y CEMENTICIOS S.A.C.;Fibra Optica;LURIN;Juan Noya;PER-002154584;Premium;8/05/2019 10:43;Negocios;Lima;Lima;Lurin; Asociacion Pro. VIVIENDA los claveles Mz. I Lt. 10 , Lurin, Lima, Lima;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Mario Timana Dominion,Roger Palza Transm;Lima;Principal;-12.292605;-76.8564517;Hubert Edgar Salas Rodriguez;Estudio FO Principal;EBC 25 DE MARZO;45;;;;21200;0;Enviado VU;;;;;8/05/2019 10:43;9/05/2019 12:56;;;;Pend. Cotiz.
2019-05-119629;POLICIA NACIONAL DEL PERU DIRECCION GENERAL;Fibra Optica;FRENTE POLICIAL VRAEM;Juan Noya;PER-002051587;Defensa;8/05/2019 11:11;Empresas;Cusco;La Convencion;Pichari;" Km. 2.5 Carreteras Villa Pichari
";;Aereo;Mixto;Edificio Monocliente;2;Analista Ica;Roger Palza Transm,José Zavaleta;Region Sur;Principal;-12.5230686;-73.82972024;Jorge Vidal;Estudio FO Principal;EBC GRANJA PICHARI;30;;;;114100;0;Enviado VU;;;;;8/05/2019 11:11;14/05/2019 9:28;;;;Pend. Cotiz.
2019-05-119646;CAJA MUNICIPAL CUSCO;Fibra Optica;Agencia Basadre;Juan Noya;PER-002128715;Banca;8/05/2019 12:31;Empresas;Tacna;Tacna;Alto De La Alianza;  AV. JORGE BASADRE GROHMANN 1400 ;;Aereo;Mixto;Edificio Monocliente;1;Analista Tacna;Yordana Maldonado;Region Sur;Principal;-17.99366723;-70.22750018;Frank Kevin Yauta Dominguez;Estudio FO Principal;CIUDAD NUEVA;30;;;;5000;0;Enviado VU;;;;;8/05/2019 12:31;9/05/2019 1:11;;;;Pend. Cotiz.
2019-05-119651;CAJA MUNICIPAL CUSCO;Fibra Optica;AGENCIA URCOS;Juan Noya;PER-001648349;Banca;8/05/2019 12:41;Empresas;Cusco;Quispicanchi;Urcos;  JR ARICA 166;;Aereo;Mixto;Edificio Monocliente;1;Analista Cusco;Roger Palza Transm,Edu Ballesteros;Region Sur;Principal;-13.68739153;-71.62652717;Frank Kevin Yauta Dominguez;Estudio FO Principal;URCOS;30;;;;2500;0;Enviado VU;;;;;8/05/2019 12:41;9/05/2019 22:12;;;;Pend. Cotiz.
2019-05-119663;IFIT PERU S.A.C.;Fibra Optica;CALLAO;Juan Noya;PER-002154529;Premium;8/05/2019 13:38;Negocios;Callao;Callao;La Perla;AV. Lima 757;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Rocio Aquino Cobra,Roger Palza Transm;Lima;Principal;-12.0714032;-77.1252729;Diego Cervantes;Estudio FO Principal;EBC LA PAZ;30;;;;8200;0;Enviado VU;;;;;8/05/2019 13:38;10/05/2019 10:58;;;;Pend. Cotiz.
2019-05-119664;YACHAY TELECOMUNICACIONES S.A.C.;Fibra Optica; IP VPN 20Mbps;Jose Barandiaran;19-0616;Prestadoras;8/05/2019 14:01;Mayoristas;Huanuco;Huanuco;Huanuco;" Jr. Independencia Nº 1601, Las Moras, Huánuco
Adidas - Tienda Huanuco Real Plaza
-9.919433°  -76.";;Aereo;Aereo;Edificio Monocliente;1;Analista Huánuco;Roger Palza Transm,Boris Arangurí Minchola,Jose Barandiaran G;Region Norte;Principal;-9.919426;-76.2410322;Robert Marca;Estudio FO Principal;EBC REAL PLAZA HUANUCO;30;;;;6220;0;Enviado VU;;;;;8/05/2019 14:01;13/05/2019 12:57;;;;Pend. Cotiz.
2019-05-119669;YACHAY TELECOMUNICACIONES S.A.C.;Fibra Optica;IP VPN 100Mbps.;Jose Barandiaran;19-0837;Prestadoras;8/05/2019 14:51;Mayoristas;Ucayali;Coronel Portillo;Callaria;" Av. Tupac Amaru Mza. B Lt. 2 Calleria
 -8.380761  -74.554669";;Aereo;Aereo;Edificio Monocliente;1;Analista Huánuco;Juana Kam;Region Norte;Principal;-8.3808;-74.55466424;Robert Marca;;;;;;;;;;;;;;8/05/2019 14:51;;;;;Pend. Cotiz.
2019-05-119684;SUPERINTENDENCIA NACIONAL DE EDUCACION SUPERIOR UNIVERSITARIA (SUNEDU);Fibra Optica;SUNEDU - PRINCIPAL;Juan Noya;PER-002070092;Educación;8/05/2019 14:58;Empresas;Lima;Lima;Santiago De Surco; CALLE ALDABAS 337;;Canalizado;Aereo;Edificio Monocliente;1;Analista Lima;Manuel Vera Lari,Roger Palza Transm;Lima;Principal;-12.12808807;-76.98256378;Pablo Alfredo Principe Laguna;Estudio FO Principal;LAS GARDENIAS;45;;;;12100;0;Enviado VU;;;;;8/05/2019 14:58;9/05/2019 13:03;;;;Pend. Cotiz.
2019-05-119751;CAJA MUNICIPAL DE AREQUIPA;Fibra Optica;SEDE_IQUITOS;Juan Noya;PER-002136195;Licitaciones;8/05/2019 16:19;Empresas;Loreto;Maynas;Iquitos; Jr. Libertad N° 667-671;;Canalizado;Mixto;Edificio Monocliente;1;Analista Iquitos;Roger Palza Transm,Edwin Cordova;Region Norte;Principal;-3.75562125;-73.24744031;Gaby Deudor Yauri;Estudio FO Principal;EBC J GALVEZ;20;;;;7200;0;Enviado VU;;;;;8/05/2019 16:19;13/05/2019 15:28;;;;Pend. Cotiz.
2019-05-119758;COOPERATIVA DE AHORRO Y CREDITO CREDICOOP AREQUIPA;Fibra Optica;Ilo;Juan Noya;PER-002136217;Banca;8/05/2019 16:16;Empresas;Moquegua;Ilo;Ilo; Las Pampas Ilo Mz-4, Lte-3  ;;Aereo;Aereo;Edificio Monocliente;1;Analista Tacna;Yordana Maldonado,Darío Paredes;Region Sur;Principal;-17.6494665;-71.3281069;Frank Kevin Yauta Dominguez;Estudio FO Principal;PAMPA INALAMBRICA;20;;;;1500;0;Enviado VU;;;;;8/05/2019 16:16;9/05/2019 2:09;;;;Pend. Cotiz.
2019-05-119769;UNIDAD EJECUTORA 401 SALUD CHINCHA PISCO ;Fibra Optica;FO_chincha;Juan Noya;PER-002152830;Estandar;8/05/2019 16:35;Empresas;Ica;Chincha;Chincha Alta;AV. ABELARDO ALVA MAURTUA NRO. 600;;Aereo;Mixto;Edificio Monocliente;1;Analista Ica;José Zavaleta,Roger Palza Transm;Region Sur;Principal;-13.41614805;-76.12671654;Elojelia Gutierrez Z;Estudio FO Principal;EBC COLON ICA;30;;;;13500;0;Enviado VU;;;;;8/05/2019 16:35;14/05/2019 11:53;;;;Pend. Cotiz.
2019-05-119783;RECOLSA;Fibra Optica;CALLAO;Juan Noya;PER-002151992;Alto Valor;8/05/2019 17:16;Negocios;Callao;Callao;Callao;"Av. Néstor Gambetta 4769
Fdo. Bocanegra
";;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Roger Palza Transm,Jhony Sanca Ezentis;Lima;Principal;-12.001705;-77.127146;Diego Cervantes;Estudio FO Principal;EBC PUNTA AGUJAS;30;;;;6200;0;Enviado VU;;;;;8/05/2019 17:16;13/05/2019 12:25;;;;Pend. Cotiz.
2019-05-119841;AERI INVERSIONES SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA;Fibra Optica;PUNO SANDIA;Juan Noya;PER-002155328;Premium;8/05/2019 19:00;Negocios;Puno;Sandia;Sandia; JR ARICA 460 (PLAZA DE ARMAS) SANDIA - SANDIA - PUNO;;Aereo;Mixto;Edificio Monocliente;1;Analista Puno;Roger Palza Transm,Jesús Parisaca;Region Sur;Principal;-14.32220491;-69.46573212;Brayan Ramirez;Estudio FO Principal;EBC SANDIA;15;;;;5700;0;Enviado VU;;;;;8/05/2019 19:00;13/05/2019 23:30;;;;Pend. Cotiz.
2019-05-119845;AERO PARACAS S.A.;Fibra Optica;NAZCA;Juan Noya;PER-002155829;Alto Valor;8/05/2019 19:08;Negocios;Ica;Nazca;Vista Alegre; PANAMERICANA SUR KM 447 VISTA ALEGRE NAZCA (REFERENCIA DE AEROPUERTO MARIA REICHE);;Aereo;Mixto;Edificio Monocliente;1;Analista Ica;Roger Palza Transm,Félix Bendezú;Region Sur;Principal;-14.85131346;-74.95645398;Brayan Ramirez;Estudio FO Principal;EBC VISTA PUEBLO;30;;;;37210;0;Enviado VU;;;;;8/05/2019 19:08;14/05/2019 16:45;;;;Pend. Cotiz.
2019-05-119847;ROBOT S.A.;Fibra Optica;SAN JUAN MIRAFLORES;Juan Noya;PER-002155764;Alto Valor;8/05/2019 19:21;Negocios;Lima;Lima;S. Juan De Miraflores; Av. Pedro Miota 450 San Juan de Miraflores ;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Roger Palza Transm,Mario Timana Dominion;Lima;Principal;-12.1675047;-76.9778081;Brayan Ramirez;Estudio FO Principal;EBC MONTERO SAN JUAN;30;;;;14200;0;Enviado VU;;;;;8/05/2019 19:21;10/05/2019 12:41;;;;Pend. Cotiz.
2019-05-119858;UNIVERSIDAD PRIVADA SAN CARLOS S.A.C.;Fibra Optica;PUNO;Juan Noya;PER-002155817;Premium;9/05/2019 8:58;Negocios;Puno;Puno;Puno; Jirón Conde de lemos, 129  Int ,A PISO3  Puno;;Aereo;Mixto;Edificio Monocliente;1;Analista Puno;Roger Palza Transm,Jesús Vargas;Region Sur;Principal;-15.839493;-70.029508;Hubert Edgar Salas Rodriguez;Estudio FO Principal;PUNO;15;;;;3000;0;Enviado VU;;;;;9/05/2019 8:58;13/05/2019 23:35;;;;Pend. Cotiz.
2019-05-119862;METSO PERU S.A.;Fibra Optica;AREQUIPA;Juan Noya;PER-002134192;Premium;9/05/2019 9:23;Negocios;Arequipa;Arequipa;Cerro Colorado;Lateral 5 Lt. 5 A Parque Industrial de Río Seco, Cerro Colorado, Arequipa, Perú;;Aereo;Mixto;Edificio Monocliente;1;Analista Arequipa;Roger Palza Transm,Juan Malaga Contreras;Region Sur;Principal;-16.3533302;-71.5882498;Brayan Ramirez;Estudio FO Principal;EBC IRRIGACION AREQUIPA;30;;;;29250;0;Enviado VU;;;;;9/05/2019 9:23;16/05/2019 16:06;;;;Pend. Cotiz.
2019-05-119864;LAYER 7 TECHNOLOGIES S.A.C. - LAYER 7 S.A.C.;Fibra Optica;PUNO;Juan Noya;PER-002155765;Premium;9/05/2019 9:32;Negocios;Puno;Puno;Puno;  AV. CHULLUNI 195 INT. A BARRIO HUAJE (SECTOR NUEVA ESPERANZA) PUNO - PUNO - PUNO;;Aereo;Mixto;Edificio Monocliente;1;Analista Puno;Roger Palza Transm,Jesús Vargas;Region Sur;Principal;-15.82307835;-69.99488351;Brayan Ramirez;Estudio FO Principal;PUNO;15;;;;3000;0;Enviado VU;;;;;9/05/2019 9:32;13/05/2019 23:42;;;;Pend. Cotiz.
2019-05-119887;POLICIA NACIONAL DEL PERU DIRECCION GENERAL;Fibra Optica;CCE-105;Juan Noya;PER-002106184;Licitaciones;9/05/2019 11:41;Empresas;Lima;Lima;Lima;Avenida España cuadra 4 s/n Cercado de Lima ;;Canalizado;Mixto;Edificio Monocliente;1;Analista Lima;Manuel Vera Lari,Rocio Aquino Cobra,Roger Palza Transm;Lima;Principal;-12.05793814;-77.04097648;Frank Kevin Yauta Dominguez;Estudio FO Ubicación 1;WASHINGTON;15;;;;3500;0;Enviado VU;;;;;9/05/2019 11:41;14/05/2019 15:01;;;;Pend. Cotiz.
2019-05-119969;NEW ATHLETIC GROUP S.A.C.;Fibra Optica; LIMA;Juan Noya;PER-002131878;Alto Valor;9/05/2019 12:14;Negocios;Lima;Lima;Lima;JIRON TRUJILLO N° 234;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Roger Palza Transm,Jhony Sanca Ezentis;Lima;Principal;-12.04225207;-77.02949129;Brayan Ramirez;Estudio FO Principal;RIMAC;30;;;;5200;0;Enviado VU;;;;;9/05/2019 12:14;13/05/2019 17:01;;;;Pend. Cotiz.
2019-05-119996;CORPORACION ARZOBISPO LOAYZA SOCIEDAD ANONIMA CERRADA;Fibra Optica;ATE;Juan Noya;PER-002151236;Alto Valor;9/05/2019 12:26;Negocios;Lima;Lima;Ate; Horacio Zevallos con carretera central Mz A lt 1 -b urb las praderas de pariachi huaycan ;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Roger Palza Transm,Manuel Vera Lari;Lima;Principal;-12.005017;-76.844549;Lizbeth Barriga;Estudio FO Principal;EBC LAS PRADERAS DE PARIACHI;30;;;;12600;0;Enviado VU;;;;;9/05/2019 12:26;10/05/2019 12:57;;;;Pend. Cotiz.
2019-05-120002;BANCO DE LA NACION;Fibra Optica;TINGO MARIA;Juan Noya;PER-002079000;Banca;9/05/2019 12:50;Empresas;Huanuco;Leoncio Prado;Rupa-Rupa;AV. ANTONIO RAYMONDI N° 179 ESQUINA JR. CAYUMBA CDRA 01 RUPA RUPA , PROVINCIA LEONCIO PRADO DEPARTAM;;Aereo;Mixto;Edificio Monocliente;1;Analista Huánuco;Juana Kam;Region Norte;Principal;-9.3001679;-76.0038666;Diego Alejandro Herrera Salas;;;;;;;;;;;;;;9/05/2019 12:50;;;;;Pend. Cotiz.
2019-05-120027;UNIVERSIDAD NACIONAL AMAZONICA DE MADRE DE DIOS;Fibra Optica;Ciudad Universitaria;Juan Noya;PER-002039908;Licitaciones;9/05/2019 15:03;Empresas;Madre de Dios;Tambopata;Tambopata;Av. Jorge Chávez N°1160 – Ciudad Universitaria.  Universidad Nacional Amazónica de Madre de Dios;;Aereo;Mixto;Edificio Monocliente;1;Analista Cusco;Roger Palza Transm,Jesús Paniura;Region Sur;Principal;-12.5885658;-69.2095274;Francelys Figueroa;Estudio FO Principal;PUERTO MALDONADO;30;;;;4900;0;Enviado VU;;;;;9/05/2019 15:03;13/05/2019 17:46;;;;Pend. Cotiz.
2019-05-120049;MUNICIPALIDAD DISTRITAL DE INCAHUASI;Fibra Optica;FO_Ancahuasi;Juan Noya;PER-002153006;Estandar;9/05/2019 15:52;Empresas;Lambayeque;Ferreñafe;Ferreñafe;Cdra. 14, San Martin, Ferreñafe 14311 - OFICINA DE ENLACE - MDI ;;Aereo;Mixto;Edificio Monocliente;1;Analista Chiclayo;Roger Palza Transm,Esmeralda Reyes Chero;Region Norte;Principal;-6.627616309;-79.78416881;Elojelia Gutierrez Z;Estudio FO Principal;EBC FERREÑAFE 2;40;;;;5900;0;Enviado VU;;;;;9/05/2019 15:52;13/05/2019 11:43;;;;Pend. Cotiz.
2019-05-120050;GREAD SERVICE SERV. TURIS. EL TABLON S.A.C.;Fibra Optica;AREQUIPA;Juan Noya;PER-002155443;Premium;9/05/2019 15:50;Negocios;Arequipa;Arequipa;J.L. Bustamante Y Ri;"AV. PORONGOCHE 700
URB. EL MORAL
";;Aereo;Mixto;Edificio Monocliente;1;Analista Arequipa;Juan Malaga Contreras,Roger Palza Transm;Region Sur;Principal;-16.417763;-71.515934;Diego Cervantes;Estudio FO Principal;EBC AVENTURA;30;;;;7550;0;Enviado VU;;;;;9/05/2019 15:50;14/05/2019 11:20;;;;Pend. Cotiz.
2019-05-120065;LAYER 7 TECHNOLOGIES S.A.C. - LAYER 7 S.A.C.;Fibra Optica;PUNO;Juan Noya;PER-002155802;Premium;9/05/2019 16:34;Negocios;Puno;San Roman;Juliaca; PZA.DE ARMAS NRO. 350 DE ARMAS PUNO - SAN ROMAN - JULIACA;;Aereo;Mixto;Edificio Monocliente;1;Analista Puno;Jesús Vargas,Roger Palza Transm;Region Sur;Principal;-15.493075;-70.136239;Hubert Edgar Salas Rodriguez;Estudio FO Principal;JULIACA;10;;;;3000;0;Enviado VU;;;;;9/05/2019 16:34;13/05/2019 23:49;;;;Pend. Cotiz.
2019-05-120070;"PROGRAMA NACIONAL ""PLATAFORMAS DE ACCION PARA LA INCLUSION SOCIAL - PAIS""";Fibra Optica;LORETO;Juan Noya;PER-002115654;Licitaciones;9/05/2019 16:46;Empresas;Loreto;Maynas;Iquitos;JIRON RUFINO ECHENIQUE 793;;Aereo;Aereo;Edificio Monocliente;1;Analista Iquitos;Roger Palza Transm,Edwin Cordova;Region Norte;Principal;-3.751996692;-73.25485433;Miguel Suárez Quispehuamán;Estudio FO Principal;EBC CC DEL PARDO;0;;;;7700;0;Enviado VU;;;;;9/05/2019 16:46;13/05/2019 15:54;;;;Pend. Cotiz.
2019-05-120097;DEVAL ING S.A.C;Fibra Optica;HUAROCHIRI;Juan Noya;PER-002156500;Premium;9/05/2019 18:12;Negocios;Lima;Huarochiri;Huarochiri; BLOCK F NRO 9 INTERIOR 6 PISO 1 CASAPALCA KM 117.5 CARRETERA CENTRAL HUAROCHIRI;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Roger Palza Transm,Manuel Vera Lari;Lima;Principal;-11.63790183;-76.23139566;Hubert Edgar Salas Rodriguez;Estudio FO Principal;CASAPALCA;15;;;;3500;0;Enviado VU;;;;;9/05/2019 18:12;13/05/2019 16:19;;;;Pend. Cotiz.
2019-05-120101;ESSALUD;Fibra Optica;FO_Cotabamba;Juan Noya;PER-002152572;Estandar;9/05/2019 18:18;Empresas;Apurimac;Cotabambas;Cotabambas; Av. Ricardo Palma S/N (altura oficina Sub Región Cotabambas);;Aereo;Mixto;Edificio Monocliente;1;Analista Cusco;Roger Palza Transm,Edu Ballesteros;Region Sur;Principal;-13.94776138;-72.17461287;Elojelia Gutierrez Z;Estudio FO Principal;EBC TAMBOBAMBA;30;;;;13900;0;Enviado VU;;;;;9/05/2019 18:18;14/05/2019 10:06;;;;Pend. Cotiz.
2019-05-120169;JAT TRANSCARGA LOGISTIC E.I.R.L.;Fibra Optica;CHICLAYO;Juan Noya;PER-002157113;Premium;10/05/2019 9:55;Negocios;Lambayeque;Chiclayo;Patapo; Av. San Martin 50 (calle ancha) con Psje. Puente Colgante - Patapo - Chiclayo;;Aereo;Mixto;Edificio Monocliente;1;Analista Chiclayo;Roger Palza Transm,Esmeralda Reyes Chero;Region Norte;Principal;-6.735454;-79.639362;Hubert Edgar Salas Rodriguez;Estudio FO Principal;POSOPE ALTO;40;;;;5900;0;Enviado VU;;;;;10/05/2019 9:55;13/05/2019 12:22;;;;Pend. Cotiz.
2019-05-120177;CONSORCIO EMPRESARIAL AJP S.A.C.;Fibra Optica;ANCON;Juan Noya;PER-002156733;Premium;10/05/2019 9:49;Negocios;Lima;Lima;Ancon;Calle los Olivos,Mz: 31,lt:7 ,asoc.de Vivienda los huertos de la planicie,Ancon;;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Jhony Sanca Ezentis;Lima;Principal;-11.73427967;-77.13549722;Brayan Ramirez;;;;;;;;;;;;;;10/05/2019 9:49;;;;;Pend. Cotiz.
2019-05-120197;GRUPO FAMEZA S.A.C.;Fibra Optica;VILLA EL SALVADOR;Juan Noya;PER-002118555;Premium;10/05/2019 10:33;Negocios;Lima;Lima;Villa El Salvador;"Mza. A1 Lote. 6 
Gru. Residencial 31 Sector 3";;Aereo;Mixto;Edificio Monocliente;1;Analista Lima;Roger Palza Transm,Mario Timana Dominion;Lima;Principal;-12.231442;-76.933222;Diego Cervantes;Estudio FO Principal;EBC REPUBLICA DE FRANCIA;30;;;;8700;0;Enviado VU;;;;;10/05/2019 10:33;13/05/2019 9:47;;;;Pend. Cotiz.
2019-05-120199;INVERSIONES MA-ANTONIA & CF E.I.R.L.;Fibra Optica;HUARAL;Juan Noya;PER-002157159;Premium;10/05/2019 10:49;Negocios;Lima;Huaral;Huaral;Calle san geronimo - N° 416;;Aereo;Mixto;Edificio Monocliente;1;Analista Huacho;Roger Palza Transm,Marco Arevalo;Region Norte;Principal;-11.490459;-77.206867;Diego Cervantes;Estudio FO Principal;HUARAL;30;;;;6000;0;Enviado VU;;;;;10/05/2019 10:49;17/05/2019 8:55;;;;Pend. Cotiz.
