ITEM_PLAN;CTO_SIROPE;CTO_GIS_CMS;DIRECCION;NUMERO;TIPO;PISO;X;Y
19-2111100603;SSSIG0082304;;JUAN ANTONIO PEZET 375;;;2;-77.04184161;-12.10297397
19-2111100601;SSSIG0032301;;CIBELES 177;;;;-77.04344036;-12.11048105
19-2111100601;SSSIG0032302;;CIBELES 181;;;4;-77.04344036;-12.11048105
19-2111100601;SSSIG0032303;;CIBELES 181;;;;-77.04344036;-12.11048105
19-2111100601;SSSIG0032304;;ANGAMOS 1548;;;;-77.04344036;-12.11048105
19-2111100600;SSSIG0113207;;MIROQUESADA 270;;;8;-77.0416341;-12.09975016
19-2111100600;SSSIG0113208;;MIROQUESADA 270;;;;-77.0416341;-12.09975016
19-2111100593;SIG008D1601;;JUAN A. PEZET 131;;;9;-77.03961376;-12.10351582
19-2111100593;SIG008D1602;;JUAN A. PEZET 131;;;1;-77.03961376;-12.10351582
19-2111100592;SSSIG0132906;;MIROQUESADA 178;;;10;-77.03967568;-12.10018972
19-2111100592;SSSIG0132907;;MIROQUESADA 178;;;6;-77.03967568;-12.10018972
19-2111100592;SSSIG0132908;;MIROQUESADA 178;;;3;-77.03967568;-12.10018972
19-2111100569;SSSIG0082201;;JUAN ANTONIO PEZET 345;;;1;-77.04154255;-12.10315647
19-2111100566;SSSIG0122201;;AV MIRO QUESADA 520;;;9;-77.04484652;-12.09904595
19-2111100566;SSSIG0122202;;AV MIRO QUESADA 520;;;2;-77.04484652;-12.09904595
19-2111100561;SSSIG0082202;;JUAN ANTONIO PEZET 299;;;6;-77.04110289;-12.10324944
19-2111100561;SSSIG0082203;;JUAN ANTONIO PEZET 299;;;1;-77.04110289;-12.10324944
19-2111100552;SSSIG0123201;;AV. LOS EUCALIPTOS 623;;;12;-77.04770933;-12.09847507
19-2111100552;SSSIG0123202;;AV. LOS EUCALIPTOS 623;;;9;-77.04770933;-12.09847507
19-2111100552;SSSIG0123203;;AV. LOS EUCALIPTOS 623;;;5;-77.04770933;-12.09847507
19-2111100552;SSSIG0123204;;AV. LOS EUCALIPTOS 623;;;;-77.04770933;-12.09847507
19-2111100551;SSSIG0053001;;AV. ALVAREZ CALDERON 697;;;1;-77.04528375;-12.10446824
19-2111100537;SIG0063101;;BELEN 343;;;8;-77.0476258;-12.10737535
19-2111100537;SIG0063102;;BELEN 343;;;8;-77.0476258;-12.10737535
19-2111100535;SSSIG0122802;;AV. AURELIO MIROQUEZADA 610;;;9;-77.04598381;-12.09888808
19-2111100535;SSSIG0122803;;AV. AURELIO MIROQUEZADA 610;;;6;-77.04598381;-12.09888808
19-2111100533;SIG0052301;;ALBERTO CHABRIER 135;;;1;-77.04986078;-12.10340547
19-2111100532;SSSIG0072401;;CONQUISTADORE 1196;;;;-77.03733659;-12.10838004
19-2111100525;SSSIG0122503;;LOS LAURELES 685;;;11;-77.04561668;-12.09889277
19-2111100525;SSSIG0122504;;LOS LAURELES 685;;;1;-77.04561668;-12.09889277
19-2111100523;SSSIG0053105;;GRAL. MUÑIZ 120-TORRE B;;;6;-77.04478004;-12.10232251
19-2111100523;SSSIG0053106;;GRAL. MUÑIZ 120-TORRE B;;;;-77.04478004;-12.10232251
19-2111100523;SSSIG0053107;;GRAL. MUÑIZ 120 - TORRE A;;;6;-77.04485027;-12.1026064
19-2111100523;SSSIG0053108;;GRAL. MUÑIZ 120 - TORRE A;;;;-77.04485027;-12.1026064
19-2111100522;SSSIG0112405;;AV. AURELIO MIROQUESADA 260;;;12;-77.04135088;-12.0998292
19-2111100522;SSSIG0112406;;AV. AURELIO MIROQUESADA 260;;;1;-77.04135088;-12.0998292
19-2111100521;SSSIG0113201;;AV. MIRO QUESADA 240;;;18;-77.0409722;-12.09992629
19-2111100521;SSSIG0113202;;AV. MIRO QUESADA 240;;;14;-77.0409722;-12.09992629
19-2111100521;SSSIG0113203;;AV. MIRO QUESADA 240;;;12;-77.0409722;-12.09992629
19-2111100521;SSSIG0113204;;AV. MIRO QUESADA 240;;;8;-77.0409722;-12.09992629
19-2111100521;SSSIG0113205;;AV. MIRO QUESADA 240;;;6;-77.0409722;-12.09992629
19-2111100521;SSSIG0113206;;AV. MIRO QUESADA 240;;;2;-77.0409722;-12.09992629
19-2111100507;SIG00650D0601;;GRAL .JACINTO LARA 115-127;;;0;-77.04518285;-12.10458819
19-2111100503;SSSIG0032401;;CA. VICTOR MAURTUA 292;;;;-77.04229244;-12.10894466
19-2111100500;SSSIG0102801;;AV. CAMINO REAL 871;;;13;-77.03835766;-12.10244786
19-2111100500;SSSIG0102802;;AV. CAMINO REAL 871;;;11;-77.03835766;-12.10244786
19-2111100500;SSSIG0102803;;AV. CAMINO REAL 871;;;9;-77.03835766;-12.10244786
19-2111100500;SSSIG0102804;;AV. CAMINO REAL 871;;;7;-77.03835766;-12.10244786
19-2111100500;SSSIG0102805;;AV. CAMINO REAL 871;;;5;-77.03835766;-12.10244786
19-2111100500;SSSIG0102806;;AV. CAMINO REAL 871;;;3;-77.03835766;-12.10244786
19-2111100500;SSSIG0102807;;AV. CAMINO REAL 871;;;1;-77.03835766;-12.10244786
19-2111100496;SSSIG0082403;;JUAN ANTONIO PEZET 543;;;6;-77.04395623;-12.10240637
19-2111100496;SSSIG0082404;;JUAN ANTONIO PEZET 543;;;1;-77.04395623;-12.10240637
19-2111100486;SSSIG0112401;;AV. AURELIO MIROQUESADA 250;;;18;-77.04114123;-12.09984943
19-2111100486;SSSIG0112402;;AV. AURELIO MIROQUESADA 250;;;12;-77.04114123;-12.09984943
19-2111100486;SSSIG0112403;;AV. AURELIO MIROQUESADA 250;;;6;-77.04114123;-12.09984943
19-2111100486;SSSIG0112404;;AV. AURELIO MIROQUESADA 250;;;1;-77.04114123;-12.09984943
19-2111100478;SSSIG0102405;;MONCLOVA 363 TORRE CONQUISTADORES;;;9;-77.03798012;-12.10309533
19-2111100478;SSSIG0102406;;MONCLOVA 363 TORRE CONQUISTADORES;;;6;-77.03798012;-12.10309533
19-2111100478;SSSIG0102407;;MONCLOVA 363 TORRE CONQUISTADORES;;;3;-77.03798012;-12.10309533
19-2111100478;SSSIG0102408;;MONCLOVA 363 TORRE CONQUISTADORES;;;;-77.03798012;-12.10309533
19-2111100470;MIG0100521;;EDIFICIO BARBIERI;;;5;-77.01790287;-12.10995005
19-2111100470;MIG0100522;;EDIFICIO BARBIERI;;;3;-77.01790287;-12.10995005
19-2111100452;SIG0401210;;EDIF.REP DE PANAMA- AV.REP  PANAMA 3680;;;;-77.01935333;-12.10142546
19-2111100452;SIG0412A;;EDIF.REP DE PANAMA- AV.REP  PANAMA 3680;;;;-77.01935333;-12.10142546
19-2111100448;SIG04002903;;EDIF OROPENDOLAS AV. R. DE PANAMA 3505;;;6;-77.01949071;-12.09862826
19-2111100448;SIG0402904;;EDIF OROPENDOLAS AV. R. DE PANAMA 3505;;;;-77.01949071;-12.09862826
19-2111100448;SIG0423A;;EDIF OROPENDOLAS AV. R. DE PANAMA 3505;;;6;-77.01949071;-12.09862826
19-2111100446;SIG04021;;EDIFICIO DATACONT/Av. Re. de Panama 3517;;;1;-77.01943154;-12.0987086
19-2111100446;SIG0402901;;EDIFICIO DATACONT/Av. Re. de Panama 3517;;;1;-77.01943154;-12.0987086
19-2111100444;SIG04022A;;TORRE ALTA/AV. REPUBLICA DE PANAMA 3591;;;14;-77.01893399;-12.09994579
19-2111100444;SIG04022B;;TORRE ALTA/AV. REPUBLICA DE PANAMA 3591;;;5;-77.01893399;-12.09994579
19-2111100444;SIG0403101;;TORRE ALTA/AV. REPUBLICA DE PANAMA 3591;;;15;-77.01893399;-12.09994579
19-2111100444;SIG0403102;;TORRE ALTA/AV. REPUBLICA DE PANAMA 3591;;;6;-77.01893399;-12.09994579
19-2111100423;WATK6G011;;AV. OSCAR BENAVIDES 1111_TORRE A-1;;;11;-77.05645808;-12.04858166
19-2111100423;WATK6G012;;AV. OSCAR BENAVIDES 1111_TORRE A-1;;;8;-77.05645808;-12.04858166
19-2111100423;WATK6G013;;AV. OSCAR BENAVIDES 1111_TORRE A-1;;;6;-77.05645808;-12.04858166
19-2111100423;WATK6G014;;AV. OSCAR BENAVIDES 1111_TORRE A-1;;;3;-77.05645808;-12.04858166
19-2111100423;WATK6G015;;AV. OSCAR BENAVIDES 1111_TORRE A-1;;;1;-77.05645808;-12.04858166
19-2111100423;WATK6G016;;AV. OSCAR BENAVIDES 1111_TORRE A-2;;;12;-77.05645808;-12.04858166
19-2111100423;WATK6G017;;AV. OSCAR BENAVIDES 1111_TORRE A-2;;;10;-77.05645808;-12.04858166
19-2111100423;WATK6G018;;AV. OSCAR BENAVIDES 1111_TORRE A-2;;;8;-77.05645808;-12.04858166
19-2111100423;WATK6G021;;AV. OSCAR BENAVIDES 1111_TORRE A-2;;;6;-77.05645808;-12.04858166
19-2111100423;WATK6G022;;AV. OSCAR BENAVIDES 1111_TORRE A-2;;;4;-77.05645808;-12.04858166
19-2111100423;WATK6G023;;AV. OSCAR BENAVIDES 1111_TORRE A-2;;;2;-77.05645808;-12.04858166
19-2111100423;WATK6G024;;AV. OSCAR BENAVIDES 1111_TORRE A-2;;;1;-77.05645808;-12.04858166
19-2111100423;WATK6G025;;AV. OSCAR BENAVIDES 1111_TORRE B-1;;;12;-77.05645808;-12.04858166
19-2111100423;WATK6G026;;AV. OSCAR BENAVIDES 1111_TORRE B-1;;;10;-77.05645808;-12.04858166
19-2111100423;WATK6G027;;AV. OSCAR BENAVIDES 1111_TORRE B-1;;;9;-77.05645808;-12.04858166
19-2111100423;WATK6G028;;AV. OSCAR BENAVIDES 1111_TORRE B-1;;;7;-77.05645808;-12.04858166
19-2111100423;WATK6G031;;AV. OSCAR BENAVIDES 1111_TORRE B-1;;;6;-77.05645808;-12.04858166
19-2111100423;WATK6G032;;AV. OSCAR BENAVIDES 1111_TORRE B-1;;;4;-77.05645808;-12.04858166
19-2111100423;WATK6G033;;AV. OSCAR BENAVIDES 1111_TORRE B-1;;;2;-77.05645808;-12.04858166
19-2111100423;WATK6G034;;AV. OSCAR BENAVIDES 1111_TORRE B-1;;;1;-77.05645808;-12.04858166
19-2111100423;WATK6G035;;AV. OSCAR BENAVIDES 1111_TORRE B-2;;;12;-77.05645808;-12.04858166
19-2111100423;WATK6G036;;AV. OSCAR BENAVIDES 1111_TORRE B-2;;;10;-77.05645808;-12.04858166
19-2111100423;WATK6G037;;AV. OSCAR BENAVIDES 1111_TORRE B-2;;;8;-77.05645808;-12.04858166
19-2111100423;WATK6G038;;AV. OSCAR BENAVIDES 1111_TORRE B-2;;;6;-77.05645808;-12.04858166
19-2111100423;WATK6G041;;AV. OSCAR BENAVIDES 1111_TORRE B-2;;;4;-77.05645808;-12.04858166
19-2111100423;WATK6G042;;AV. OSCAR BENAVIDES 1111_TORRE B-2;;;2;-77.05645808;-12.04858166
19-2111100423;WATK6G043;;AV. OSCAR BENAVIDES 1111_TORRE B-2;;;1;-77.05645808;-12.04858166
19-2111100416;SITK100101;;CAVENECIA TORRE 2 -AV EMILIO VENECIA 225;;;1;-77.03873737;-12.10892606
19-2111100416;SITK100102;;CAVENECIA TORRE 2 -AV EMILIO VENECIA 225;;;1;-77.03873737;-12.10892606
19-2111100416;SITK100103;;CAVENECIA TORRE 2 -AV EMILIO VENECIA 225;;;1;-77.03873737;-12.10892606
19-2111100416;SITK100104;;CAVENECIA TORRE 2 -AV EMILIO VENECIA 225;;;1;-77.03873737;-12.10892606
19-2111100416;SITK100105;;CAVENECIA TORRE 1 -AV EMILIO VENECIA 225;;;1;-77.03873737;-12.10892606
19-2111100416;SITK100206;;CAVENECIA TORRE 1 -AV EMILIO VENECIA 225;;;1;-77.03873737;-12.10892606
19-2111100416;SITK100207;;CAVENECIA TORRE 1 -AV EMILIO VENECIA 225;;;1;-77.03873737;-12.10892606
19-2111100416;SITK100208;;CAVENECIA TORRE 1 -AV EMILIO VENECIA 225;;;1;-77.03873737;-12.10892606
19-2111100416;SITK1024;;CAVENECIA TORRE 2 -AV EMILIO VENECIA 225;;;1;-77.03873737;-12.10892606
19-2111100416;SITK1025;;CAVENECIA TORRE 2 -AV EMILIO VENECIA 225;;;1;-77.03873737;-12.10892606
19-2111100416;SITK1026;;CAVENECIA TORRE 1 -AV EMILIO VENECIA 225;;;1;-77.03873737;-12.10892606
19-2111100416;SITK1027;;CAVENECIA TORRE 1 -AV EMILIO VENECIA 225;;;1;-77.03873737;-12.10892606
19-2111100389;SIG05019;;Deonisio Derteano 184;;;18;-77.02184954;-12.09670475
19-2111100389;SIG05019A;;Deonisio Derteano 184;;;10;-77.02184954;-12.09670475
19-2111100389;SIG05026A;;Deonisio Derteano 184;;;3;-77.02184954;-12.09670475
19-2111100357;SIG0422503;;EDIFICIO PAR/CALLE SEMINARIO N°330;;;11;-77.0221354;-12.09509335
19-2111100357;SIG0422504;;EDIFICIO PAR/CALLE SEMINARIO N°330;;;7;-77.0221354;-12.09509335
19-2111100352;SIG041002;;EDIFICIO SCHREIBER 227;;;;-77.02318222;-12.09582758
19-2111100352;SIG0430A;;EDIFICIO SCHREIBER 227;;;;-77.02318222;-12.09582758
19-2111100350;SIG0682701;;EDIF.EL GOBERNADOR;;;;-77.02621929;-12.09265897
19-2111100350;SIG0682702;;EDIF.EL GOBERNADOR;;;;-77.02621929;-12.09265897
19-2111100350;SIG0703A;;EDIF.EL GOBERNADOR;;;;-77.02621929;-12.09265897
19-2111100349;SIG0681281;;EDIF PLAZA LAS AMERICAS;;;6;-77.02819094;-12.09252937
19-2111100349;SIG0681282;;EDIF PLAZA LAS AMERICAS;;;2;-77.02819094;-12.09252937
19-2111100349;SIG0706A;;EDIF PLAZA LAS AMERICAS;;;2;-77.02819094;-12.09252937
19-2111100331;SIG100101;;C.E. CENTURY 46 - AV PETIT THOUARS 4653;;;5;-77.02922873;-12.10903623
19-2111100331;SIG1003A;;C.E. CENTURY 46 - AV PETIT THOUARS 4653;;;4;-77.02922873;-12.10903623
19-2111100329;SIG09015;;SOHO 1- AV.MARISCAL LA MAR 662;;;6;-77.0445811;-12.11409666
19-2111100329;SIG092001;;SOHO 1- AV.MARISCAL LA MAR 662;;;6;-77.0445811;-12.11409666
19-2111100329;SIG092002;;SOHO 1- AV.MARISCAL LA MAR 662;;;4;-77.0445811;-12.11409666
19-2111100329;SIG092003;;SOHO 1- AV.MARISCAL LA MAR 662;;;2;-77.0445811;-12.11409666
19-2111100328;SIG0914B;;SOHO 2 - AV.MARISCAL LA MAR 628;;;4;-77.04431424;-12.11437961
19-2111100328;SIG094001;;SOHO 2 - AV.MARISCAL LA MAR 628;;;7;-77.04431424;-12.11437961
19-2111100328;SIG094002;;SOHO 2 - AV.MARISCAL LA MAR 628;;;5;-77.04431424;-12.11437961
19-2111100328;SIG094003;;SOHO 2 - AV.MARISCAL LA MAR 628;;;3;-77.04431424;-12.11437961
19-2111100323;SIG0071802;;EDIFICIO AV. FELIPE PARDO Y ALIAGA 699;;;;-77.03904227;-12.10659928
19-2111100323;SIG0071803;;EDIFICIO AV. FELIPE PARDO Y ALIAGA 699;;;;-77.03904227;-12.10659928
19-2111100323;SITK1018;;EDIFICIO AV. FELIPE PARDO Y ALIAGA 699;;;;-77.03904227;-12.10659928
19-2111100321;SIG0142906;;CENTRO EMPRESARIAL REAL: TORRE 6;;;6;-77.0374057;-12.09686217
19-2111100321;SIG0142907;;CENTRO EMPRESARIAL REAL: TORRE 6;;;3;-77.0374057;-12.09686217
19-2111100321;SIG08009;;CENTRO EMPRESARIAL REAL: TORRE 6;;;5;-77.0374057;-12.09686217
19-2111100321;SIG0809A;;CENTRO EMPRESARIAL REAL: TORRE 6;;;2;-77.0374057;-12.09686217
19-2111100320;SIG0142901;;TORRE REAL 5 - VIA PRINCIPAL 110;;;9;-77.03736881;-12.09662008
19-2111100320;SIG0142902;;TORRE REAL 5 - VIA PRINCIPAL 110;;;5;-77.03736881;-12.09662008
19-2111100320;SITK7031;;TORRE REAL 5 - VIA PRINCIPAL 110;;;8;-77.03736881;-12.09662008
19-2111100320;SITK731A;;TORRE REAL 5 - VIA PRINCIPAL 110;;;4;-77.03736881;-12.09662008
19-2111100319;SIG0142903;;REAL TORRE 4 - AV.ANDRES BELAUNDE 147;;;6;-77.0372564;-12.09625702
19-2111100319;SIG0142904;;REAL TORRE 4 - AV.ANDRES BELAUNDE 147;;;3;-77.0372564;-12.09625702
19-2111100319;SIG08030;;REAL TORRE 4 - AV.ANDRES BELAUNDE 147;;;6;-77.0372564;-12.09625702
19-2111100319;SIG0830A;;REAL TORRE 4 - AV.ANDRES BELAUNDE 147;;;3;-77.0372564;-12.09625702
19-2111100314;SIG0152202;;TORRE KPMG - AV.JAVIER PRADO OESTE 203;;;8;-77.03414506;-12.09276757
19-2111100314;SIG01532A;;TORRE KPMG - AV.JAVIER PRADO OESTE 203;;;7;-77.03414506;-12.09276757
19-2111100312;SIG0692801;;EDIFICIO EL CONSORCIO - CA CHILLON 1018;;;12;-77.02610463;-12.09525824
19-2111100312;SIG0692802;;EDIFICIO EL CONSORCIO - CA CHILLON 1018;;;1;-77.02610463;-12.09525824
19-2111100312;SIG2201A;;EDIFICIO EL CONSORCIO - CA CHILLON 1018;;;8;-77.02610463;-12.09525824
19-2111100303;SIG0432A;;GERMAN SCHREIBER 205;;;4;-77.02317755;-12.09572062
19-2111100287;SIG010011;;EDF.ESQUILACHE - CALLE ESQUILACHE 371;;;10;-77.03846497;-12.10408953
19-2111100287;SIG0102901;;EDF.ESQUILACHE - CALLE ESQUILACHE 371;;;11;-77.03846497;-12.10408953
19-2111100284;SIG0152201;;EDIFICIO BASADRE -AV JORGE BASADRE N°233;;;5;-77.03432362;-12.09326087
19-2111100284;SIG01531A;;EDIFICIO BASADRE -AV JORGE BASADRE N°233;;;4;-77.03432362;-12.09326087
19-2111100282;SIG0143102;;EDIF.SANTO TORIBIO-AV.SANTO TORIBIO 143;;;5;-77.03791945;-12.09647636
19-2111100281;SIG0143001;;EDIFICIO TEMPUS - AV. SANTO TORIBIO 115;;;8;-77.03799904;-12.09595373
19-2111100281;SITK7029A;;EDIFICIO TEMPUS - AV. SANTO TORIBIO 115;;;4;-77.03799904;-12.09595373
19-2111100280;SIG0142801;;EDIFICIO UMAYUQ-AV ANDRES BELAUNDE N°214;;;8;-77.03696728;-12.09590816
19-2111100280;SIG0832A;;EDIFICIO UMAYUQ-AV ANDRES BELAUNDE N°214;;;8;-77.03696728;-12.09590816
19-2111100279;MAG020831;;DANIEL OLAECHEA 234;;;5;-77.04993347;-12.08510473
19-2111100279;MAG020832;;DANIEL OLAECHEA 234;;;3;-77.04993347;-12.08510473
19-2111100279;MAG020833;;DANIEL OLAECHEA 234;;;1;-77.04993347;-12.08510473
19-2111100277;SIG0142905;;REAL TORRE 10 - AV.ANDRES BELAUNDE 147;;;5;-77.03669564;-12.09643311
19-2111100277;SIG0142906;;REAL TORRE 10 - AV.ANDRES BELAUNDE 147;;;5;-77.03669564;-12.09643311
19-2111100277;SIG08025;;REAL TORRE 10 - AV.ANDRES BELAUNDE 147;;;4;-77.03669564;-12.09643311
19-2111100277;SIG0825A;;REAL TORRE 10 - AV.ANDRES BELAUNDE 147;;;4;-77.03669564;-12.09643311
19-2111100276;SIG0142801;;TORRE 1;;;10;-77.03697792;-12.09694071
19-2111100276;SIG0142802;;TORRE 1;;;5;-77.03697792;-12.09694071
19-2111100276;SIG08018;;TORRE 1;;;8;-77.03697792;-12.09694071
19-2111100276;SIG0818A;;TORRE 1;;;3;-77.03697792;-12.09694071
19-2111100273;SIG0682301;;PLATINUM PLAZA TORRE II-ANDRES REYES 437;;;10;-77.02727044;-12.09392364
19-2111100273;SIG0682302;;PLATINUM PLAZA TORRE II-ANDRES REYES 437;;;5;-77.02727044;-12.09392364
19-2111100267;SIG0422501;;ALTO CARAL-AV.DIONISIO DERTEANO 144;;;17;-77.02198393;-12.09587104
19-2111100267;SIG0422502;;ALTO CARAL-AV.DIONISIO DERTEANO 144;;;10;-77.02198393;-12.09587104
19-2111100265;SIG0681601;;CE JAVIER PRADO AV J. PRADO ESTE 560;;;23;-77.02764527;-12.09177695
19-2111100265;SIG0681602;;CE JAVIER PRADO AV J. PRADO ESTE 560;;;19;-77.02764527;-12.09177695
19-2111100265;SIG0681603;;CE JAVIER PRADO AV J. PRADO ESTE 560;;;15;-77.02764527;-12.09177695
19-2111100265;SIG0681604;;CE JAVIER PRADO AV J. PRADO ESTE 560;;;10;-77.02764527;-12.09177695
19-2111100265;SIG0681605;;CE JAVIER PRADO AV J. PRADO ESTE 560;;;4;-77.02764527;-12.09177695
19-2111100265;SIG21020;;CE JAVIER PRADO AV J. PRADO ESTE 560;;;22;-77.02764527;-12.09177695
19-2111100265;SIG2120A;;CE JAVIER PRADO AV J. PRADO ESTE 560;;;16;-77.02764527;-12.09177695
19-2111100264;SIG0553101;;TORRE TEKTON-J.PRADO ESTE 175;;;13;-77.03277225;-12.09189547
19-2111100264;SIG0553102;;TORRE TEKTON-J.PRADO ESTE 175;;;10;-77.03277225;-12.09189547
19-2111100264;SIG0553103;;TORRE TEKTON-J.PRADO ESTE 175;;;6;-77.03277225;-12.09189547
19-2111100264;SIG0553104;;TORRE TEKTON-J.PRADO ESTE 175;;;3;-77.03277225;-12.09189547
19-2111100264;SIG14029;;TORRE TEKTON-J.PRADO ESTE 175;;;13;-77.03277225;-12.09189547
19-2111100264;SIG14030;;TORRE TEKTON-J.PRADO ESTE 175;;;3;-77.03277225;-12.09189547
19-2111100264;SIG1429A;;TORRE TEKTON-J.PRADO ESTE 175;;;8;-77.03277225;-12.09189547
19-2111100263;SIG0071801;;EDIFICIO PARDO Y ALIAGA N°652;;;4;-77.03874719;-12.10597135
19-2111100263;SITK1030;;EDIFICIO PARDO Y ALIAGA N°652;;;4;-77.03874719;-12.10597135
19-2111100262;SIG0672001;;AV. VICTOR ANDRES 332 - EDIFICIO CROMO;;;7;-77.038543;-12.09551068
19-2111100262;SITK730A;;AV. VICTOR ANDRES 332 - EDIFICIO CROMO;;;7;-77.038543;-12.09551068
19-2111100261;SIG0143101;;C. EMPRESARIAL REAL - Santo Toribio 153;;;14;-77.03815736;-12.09684516
19-2111100261;SIG0143102;;C. EMPRESARIAL REAL - Santo Toribio 153;;;9;-77.03815736;-12.09684516
19-2111100261;SIG0143103;;C. EMPRESARIAL REAL - Santo Toribio 153;;;5;-77.03815736;-12.09684516
19-2111100261;SIG0143104;;C. EMPRESARIAL REAL - Santo Toribio 153;;;3;-77.03815736;-12.09684516
19-2111100261;SIG08006;;C. EMPRESARIAL REAL - Santo Toribio 153;;;15;-77.03815736;-12.09684516
19-2111100261;SIG08023;;C. EMPRESARIAL REAL - Santo Toribio 153;;;1;-77.03815736;-12.09684516
19-2111100261;SIG0806A;;C. EMPRESARIAL REAL - Santo Toribio 153;;;10;-77.03815736;-12.09684516
19-2111100261;SIG0818B;;C. EMPRESARIAL REAL - Santo Toribio 153;;;6;-77.03815736;-12.09684516
19-2111100256;SIG06013;;TORRE PARQUE I-AV. LAS BEGONIAS 500;;;8;-77.02497893;-12.09336202
19-2111100256;SIG0613A;;TORRE PARQUE I-AV. LAS BEGONIAS 500;;;4;-77.02497893;-12.09336202
19-2111100256;SIG0683201;;TORRE PARQUE I-AV. LAS BEGONIAS 500;;;7;-77.02497893;-12.09336202
19-2111100256;SIG0683202;;TORRE PARQUE I-AV. LAS BEGONIAS 500;;;3;-77.02497893;-12.09336202
19-2111100254;SIG0682001;;PLATINUM PLAZA-CL. DEAN VALDIVIA 148;;;10;-77.02752351;-12.09354744
19-2111100254;SIG0682002;;PLATINUM PLAZA-CL. DEAN VALDIVIA 148;;;5;-77.02752351;-12.09354744
19-2111100249;SIG0500116;;LAS PALOMAS 168;;;7;-77.02573529;-12.1068433
19-2111100249;SIG0500117;;LAS PALOMAS 168;;;6;-77.02573529;-12.1068433
19-2111100249;SIG0500118;;LAS PALOMAS 168;;;4;-77.02573529;-12.1068433
19-2111100249;SIG0500121;;LAS PALOMAS 168;;;2;-77.02573529;-12.1068433
19-2111100247;MATK101672;;AYACUCHO 234;;;4;-77.06625589;-12.08822347
19-2111100246;SJG0101514;;FIDEL OLIVAS ESCUDERO 157-159;;;;-77.08681522;-12.07569527
19-2111100245;SJG0101513;;FIDEL OLIVAS ESCUDERO 144;;;;-77.0865994;-12.07559546
19-2111100244;CTOMATK1016-64;;AYACUCHO 421-425;;;6;-77.06817746;-12.08790491
19-2111100243;MAG0202631;;AMAZONAS 190;;;;-77.06485758;-12.08602181
19-2111100242;MAU2TK102221;;LEONCIO PRADO 119-123;;;4;-77.07000046;-12.08403549
19-2111100242;MAU2TK102222;;LEONCIO PRADO 119-123;;;2;-77.07000046;-12.08403549
19-2111100239;MAG0202634;;HUAMANGA 260;;;5;-77.06583903;-12.08677809
19-2111100238;CTOMATK1016-61;;AYACUCHO 443-445;;;5;-77.06839557;-12.08784587
19-2111100238;CTOMATK1016-62;;AYACUCHO 443-445;;;5;-77.06839557;-12.08784587
19-2111100238;CTOMATK1016-63;;AYACUCHO 443-445;;;5;-77.06839557;-12.08784587
19-2111100237;MAU2TK102841;;ALFONSO UGARTE 189;;;;-77.07136542;-12.09456306
19-2111100236;CTOMATK1016-71;;AYACUCHO 335;;;6;-77.06728105;-12.08825536
19-2111100235;MAU2TK102223;;LEONCIO PRADO 1490-1496;;;5;-77.0698926;-12.0846106
19-2111100232;SBD701023;;FRAY ANGELICO 543;;;1;-76.99229624;-12.09772767
19-2111100231;MATK100281;MAG8010281;MIRAFLORES 270;;;4;-77.06952119;-12.09749233
19-2111100231;MATK100282;MAG8010282;MIRAFLORES 270;;;2;-77.06952119;-12.09749233
19-2111100223;MAU2TK102321;;TARAPACA 158;;;7;-77.06762767;-12.09061528
19-2111100223;MAU2TK102322;;TARAPACA 158;;;4;-77.06762767;-12.09061528
19-2111100223;MAU2TK102323;;TARAPACA 158;;;1;-77.06762767;-12.09061528
19-2111100223;MAU2TK102326;;CUZCO 187;;;4;-77.06761174;-12.09055976
19-2111100223;MAU2TK102327;;CUZCO 187;;;4;-77.06761174;-12.09055976
19-2111100222;MAU2TK102324;;TARAPACA 109A;;;;-77.06800908;-12.09093479
19-2111100221;MAU2TK102325;;TARAPACA 109B;;;;-77.06791429;-12.0906761
19-2111100220;SSMAU2TK102833;;JR. LA LIBERTAD 457;;;;-77.07065696;-12.09501255
19-2111100220;SSMAU2TK102834;;JR. LA LIBERTAD 457;;;;-77.07065696;-12.09501255
19-2111100219;MAU2TK102831;;ALFONSO UGARTE 129;;;;-77.07063414;-12.09493477
19-2111100219;MAU2TK102832;;ALFONSO UGARTE 129;;;;-77.07063414;-12.09493477
19-2111100218;CTOMAU2TK1023-32;;LA LIBERTAD 985;;;5;-77.06880594;-12.09003176
19-2111100217;CTOMAG02026-31;;MANCO CAPAC 491;;;3;-77.06510512;-12.08618937
19-2111100217;CTOMAG02026-32;;MANCO CAPAC 491;;;1;-77.06510512;-12.08618937
19-2111100215;CTOMAG02026-10;;MANCO CAPAC 281;;;5;-77.06590213;-12.08811209
19-2111100215;CTOMAG02026-11;;MANCO CAPAC 281;;;5;-77.06586023;-12.08808304
19-2111100214;MAU2TK102541;;Jirón Libertad 749;;;;-77.06965858;-12.09225145
19-2111100214;MAU2TK102542;;Jirón Libertad 749;;;;-77.06965858;-12.09225145
19-2111100214;MAU2TK102543;;Jirón Libertad 749;;;;-77.06965858;-12.09225145
19-2111100213;MAU2TK102341;;JR. LIBERTAD  1171;;;;-77.06803875;-12.08810063
19-2111100210;LIU0TK3015A65;;MIGUEL DASSO 321;;;4;-77.0192041;-12.07662011
19-2111100209;MAG0100914;;LEON DE LA FUENTE 118;;;5;-77.0622868;-12.09915096
